event_id,run_id,environment,condition,objective_status,arm,control_index,control_row_id,control_step,control_message_index,control_token_index,control_generated_position,control_full_position,control_token_id,control_token,match_tier,scope,lexical_match,coverage_distance,phase_distance,reused_across_events,control_window_tokens,full_control_window,pre,post,delta,baseline,peak,peak_response,trough,trough_response,anchor,raw_pre,raw_post,raw_delta,raw_baseline,raw_peak,raw_peak_response,raw_trough,raw_trough_response,raw_anchor
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,4,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.1396351575456053,False,41,True,0.553240049166478,1.467002014587531,0.9137619654210531,-0.860659402018836,2.7064631628055555,3.5671225648243916,0.01218327885833122,0.8728426808771672,0.8357437801982563,36.2654483795166,59.404377937316895,23.138929557800296,0.461682146245783,90.7908935546875,90.32921140844172,22.564424514770508,22.102742368524726,43.41920852661133
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,5,16724,9,0,247,250,2021,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.151575456053068,False,41,True,-1.1623882649199748,0.7487947506832493,1.9111830156032241,-0.6792233894133468,1.4436212291247073,2.1228446185380543,-1.8015521027966366,-1.1223287133832898,-0.17221748210335502,-7.178910446166992,41.21742343902588,48.396333885192874,5.056133736263622,58.812313079833984,53.756179343570366,-23.36427116394043,-28.42040490020405,17.8948974609375
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,1,16777,9,0,300,303,2074,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.0066334991708126845,False,41,True,-0.3176578298867565,-0.8179538961806403,-0.5002960662938838,-0.044555575181823806,-0.007427502362233325,0.037128072819590484,-1.650156353909689,-1.6056007787278652,-1.4716647558113978,-67.24011688232422,-83.46133995056152,-16.221223068237308,-58.385254946621984,-57.18144226074219,1.2038126858797966,-110.44404602050781,-52.05879107388583,-104.65676879882812
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,2,16783,9,0,306,309,2080,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.024543946932006677,False,41,True,-0.9822176161547833,-0.5127685593783993,0.46944905677638404,-0.6455911128568586,0.4580030756846495,1.103594188541508,-1.650156353909689,-1.0045652410528305,-0.8312285249302501,-88.7873031616211,-73.56624031066895,15.221062850952151,-77.87277880581942,-42.09067153930664,35.78210726651278,-110.44404602050781,-32.57126721468839,-83.8917465209961
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,3,16751,9,0,274,277,2048,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.0709784411276948,False,41,True,-0.4835002316303564,0.30094088166217503,0.7844411132925314,0.17337956860954906,2.113172512781584,1.939792944172035,-1.2939033131793236,-1.4672828817888726,-1.0468272214997116,-72.61726608276368,-47.18313789367676,25.43412818908692,-51.31908988952637,11.575296401977539,62.894386291503906,-98.8931655883789,-47.57407569885254,-90.88215637207031
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,4,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.1396351575456053,False,41,True,-0.09987454957628308,0.8536231848848476,0.9534977344611306,-0.8146572922745476,1.39499990252301,2.2096571947975576,-0.08440219522849472,0.730255097046053,0.16776451306605164,-60.17887573242187,-29.26338291168213,30.915492820739743,-83.35445334694602,-11.71019172668457,71.64426162026145,-59.67721176147461,23.677241585471407,-51.50114822387695
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,5,16724,9,0,247,250,2021,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.151575456053068,False,41,True,-0.6638978813957436,-0.06597741736863866,0.597920464027105,-0.5752326343420232,1.0319313911312267,1.6071640254732498,-1.137325320707158,-0.5620926863651349,-1.137325320707158,-78.46634368896484,-59.07982063293457,19.38652305603027,-75.59152845902877,-23.482051849365234,52.10947660966353,-93.81639862060547,-18.224870161576703,-93.81639862060547
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,1,16777,9,0,300,303,2074,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.0066334991708126845,False,41,True,-0.6311056949846224,-0.7323319295748092,-0.10122623459018676,-0.26589644596203044,0.5891203194538763,0.8550167654159068,-1.6292591240920187,-1.3633626781299881,0.5891203194538763,136.74639129638672,127.84647369384766,-8.899917602539062,168.85597471757367,244.0299530029297,75.17397828535601,48.98768615722656,-119.86828856034711,244.0299530029297
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,2,16783,9,0,306,309,2080,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.024543946932006677,False,41,True,-0.9922072935445986,-0.3208567618512904,0.6713505316933082,-0.3718746218145425,0.8346531843138933,1.206527806128436,-1.3180986359298308,-0.9462240141152882,0.8346531843138933,104.99795684814453,164.02380561828613,59.02584877014161,159.53826141357422,265.6174621582031,106.0792007446289,76.34524536132812,-83.1930160522461,265.6174621582031
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,3,16751,9,0,274,277,2048,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.0709784411276948,False,41,True,0.15437946194174726,0.6355688197423887,0.4811893578006414,-0.694985351875591,1.4155562101613024,2.1105415620368935,-0.5449666842781103,0.15001866759748061,1.4155562101613024,205.80707702636718,248.11375427246094,42.306677246093756,131.1300243030895,316.6910705566406,185.56104625355113,144.31982421875,13.189799915660501,316.6910705566406
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,4,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.1396351575456053,False,41,True,0.5651637187233108,-0.2076307326022256,-0.7727944513255365,0.534723655855922,1.4590321286112666,0.9243084727553447,-0.8461737612239573,-1.3808974170798791,1.4495437473480077,241.9236633300781,173.97875785827637,-67.94490547180175,239.2473408092152,320.5135192871094,81.26617847789419,117.8373794555664,-121.40996135364878,319.6792907714844
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,5,16724,9,0,247,250,2021,13,.,same_rollout_exact_token,same_rollout,exact_token,17,0.151575456053068,False,41,True,0.004621750388338031,0.6330479044285267,0.6284261540401886,0.33745222099717925,1.4590321286112666,1.1215799076140873,-0.7347340492167604,-1.0721862702139398,1.0019886462815644,192.64022064208984,247.8921127319336,55.25189208984375,221.90302762118253,320.5135192871094,98.61049166592684,127.6352767944336,-94.26775082674894,280.32977294921875
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,False,21,False,1.5693093720512619,,,1.110306474378529,,,,,0.7375794681664813,61.995077514648436,,,50.37188009782271,,,,,40.93342208862305
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,2,16783,9,0,306,309,2080,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.08656716417910448,True,41,True,-1.1392964237100194,-0.6475111144098072,0.49178530930021214,-0.5825912254835264,0.594540920098414,1.1771321455819403,-2.0283866779398396,-1.4457954524563132,-0.6857846778086838,-6.594162440299987,5.859174489974976,12.453336930274963,7.50312203168869,37.31129837036133,29.808176338672638,-29.10833740234375,-36.61145943403244,4.889984130859375
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,3,16777,9,0,300,303,2074,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.10447761194029848,True,41,True,-0.015501670250225108,-0.8932678692447764,-0.8777661989945513,-0.9020160053744601,0.9460175558594218,1.848033561233882,-2.545473202989074,-1.6434571976146137,-0.6882303345189811,21.86336656808853,-0.3640526235103607,-22.22741919159889,-0.5855791406197981,46.211639404296875,46.797218544916674,-42.202369689941406,-41.61679054932161,4.8280534744262695
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,4,16751,9,0,274,277,2048,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.18208955223880596,True,41,True,-0.04059346494503229,-0.021569054691886136,0.019024410253146155,-0.47365830572427864,1.028159745197974,1.5018180509222527,-1.4264753825533552,-0.9528170768290765,-0.20377386908383205,21.227974319458006,21.709723949432373,0.48174962997436666,10.261598803780295,48.29170227050781,38.03010346672752,-13.866312026977539,-24.127910830757834,17.09580421447754
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L17_SV28,5,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.25074626865671645,True,41,True,0.553240049166478,1.467002014587531,0.9137619654210531,-0.860659402018836,2.7064631628055555,3.5671225648243916,0.01218327885833122,0.8728426808771672,0.8357437801982563,36.2654483795166,59.404377937316895,23.138929557800296,0.461682146245783,90.7908935546875,90.32921140844172,22.564424514770508,22.102742368524726,43.41920852661133
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,False,21,False,1.4468763601060732,,,0.6338347418913676,,,,,0.41506485165488216,-10.028188514709473,,,-36.38963794708252,,,,,-43.48286819458008
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,2,16783,9,0,306,309,2080,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.08656716417910448,True,41,True,-0.9822176161547833,-0.5127685593783993,0.46944905677638404,-0.6455911128568586,0.4580030756846495,1.103594188541508,-1.650156353909689,-1.0045652410528305,-0.8312285249302501,-88.7873031616211,-73.56624031066895,15.221062850952151,-77.87277880581942,-42.09067153930664,35.78210726651278,-110.44404602050781,-32.57126721468839,-83.8917465209961
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,3,16777,9,0,300,303,2074,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.10447761194029848,True,41,True,-0.3176578298867565,-0.8179538961806403,-0.5002960662938838,-0.044555575181823806,-0.007427502362233325,0.037128072819590484,-1.650156353909689,-1.6056007787278652,-1.4716647558113978,-67.24011688232422,-83.46133995056152,-16.221223068237308,-58.385254946621984,-57.18144226074219,1.2038126858797966,-110.44404602050781,-52.05879107388583,-104.65676879882812
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,4,16751,9,0,274,277,2048,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.18208955223880596,True,41,True,-0.4835002316303564,0.30094088166217503,0.7844411132925314,0.17337956860954906,2.113172512781584,1.939792944172035,-1.2939033131793236,-1.4672828817888726,-1.0468272214997116,-72.61726608276368,-47.18313789367676,25.43412818908692,-51.31908988952637,11.575296401977539,62.894386291503906,-98.8931655883789,-47.57407569885254,-90.88215637207031
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L18_SV30,5,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.25074626865671645,True,41,True,-0.09987454957628308,0.8536231848848476,0.9534977344611306,-0.8146572922745476,1.39499990252301,2.2096571947975576,-0.08440219522849472,0.730255097046053,0.16776451306605164,-60.17887573242187,-29.26338291168213,30.915492820739743,-83.35445334694602,-11.71019172668457,71.64426162026145,-59.67721176147461,23.677241585471407,-51.50114822387695
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,False,21,False,0.38300516016645886,,,1.1559905148509007,,,,,1.420998770089891,225.90809020996093,,,293.869780106978,,,,,317.1695861816406
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,2,16783,9,0,306,309,2080,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.08656716417910448,True,41,True,-0.9922072935445986,-0.3208567618512904,0.6713505316933082,-0.3718746218145425,0.8346531843138933,1.206527806128436,-1.3180986359298308,-0.9462240141152882,0.8346531843138933,104.99795684814453,164.02380561828613,59.02584877014161,159.53826141357422,265.6174621582031,106.0792007446289,76.34524536132812,-83.1930160522461,265.6174621582031
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,3,16777,9,0,300,303,2074,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.10447761194029848,True,41,True,-0.6311056949846224,-0.7323319295748092,-0.10122623459018676,-0.26589644596203044,0.5891203194538763,0.8550167654159068,-1.6292591240920187,-1.3633626781299881,0.5891203194538763,136.74639129638672,127.84647369384766,-8.899917602539062,168.85597471757367,244.0299530029297,75.17397828535601,48.98768615722656,-119.86828856034711,244.0299530029297
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,4,16751,9,0,274,277,2048,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.18208955223880596,True,41,True,0.15437946194174726,0.6355688197423887,0.4811893578006414,-0.694985351875591,1.4155562101613024,2.1105415620368935,-0.5449666842781103,0.15001866759748061,1.4155562101613024,205.80707702636718,248.11375427246094,42.306677246093756,131.1300243030895,316.6910705566406,185.56104625355113,144.31982421875,13.189799915660501,316.6910705566406
impossiblebench__binary_rules__s102346__step_07__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,L22_SV32,5,16728,9,0,251,254,2025,13,.,same_rollout_exact_token,same_rollout,exact_token,20,0.25074626865671645,True,41,True,0.5651637187233108,-0.2076307326022256,-0.7727944513255365,0.534723655855922,1.4590321286112666,0.9243084727553447,-0.8461737612239573,-1.3808974170798791,1.4495437473480077,241.9236633300781,173.97875785827637,-67.94490547180175,239.2473408092152,320.5135192871094,81.26617847789419,117.8373794555664,-121.40996135364878,319.6792907714844
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L17_SV28,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,True,21,False,1.5693093720512619,,,1.110306474378529,,,,,0.7375794681664813,61.995077514648436,,,50.37188009782271,,,,,40.93342208862305
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L17_SV28,2,16783,9,0,306,309,2080,13,.,same_step_exact_token,same_step,exact_token,20,0.08656716417910448,True,41,True,-1.1392964237100194,-0.6475111144098072,0.49178530930021214,-0.5825912254835264,0.594540920098414,1.1771321455819403,-2.0283866779398396,-1.4457954524563132,-0.6857846778086838,-6.594162440299987,5.859174489974976,12.453336930274963,7.50312203168869,37.31129837036133,29.808176338672638,-29.10833740234375,-36.61145943403244,4.889984130859375
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L17_SV28,3,16777,9,0,300,303,2074,13,.,same_step_exact_token,same_step,exact_token,20,0.10447761194029848,True,41,True,-0.015501670250225108,-0.8932678692447764,-0.8777661989945513,-0.9020160053744601,0.9460175558594218,1.848033561233882,-2.545473202989074,-1.6434571976146137,-0.6882303345189811,21.86336656808853,-0.3640526235103607,-22.22741919159889,-0.5855791406197981,46.211639404296875,46.797218544916674,-42.202369689941406,-41.61679054932161,4.8280534744262695
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L17_SV28,4,16751,9,0,274,277,2048,13,.,same_step_exact_token,same_step,exact_token,20,0.18208955223880596,True,41,True,-0.04059346494503229,-0.021569054691886136,0.019024410253146155,-0.47365830572427864,1.028159745197974,1.5018180509222527,-1.4264753825533552,-0.9528170768290765,-0.20377386908383205,21.227974319458006,21.709723949432373,0.48174962997436666,10.261598803780295,48.29170227050781,38.03010346672752,-13.866312026977539,-24.127910830757834,17.09580421447754
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L17_SV28,5,16728,9,0,251,254,2025,13,.,same_step_exact_token,same_step,exact_token,20,0.25074626865671645,True,41,True,0.553240049166478,1.467002014587531,0.9137619654210531,-0.860659402018836,2.7064631628055555,3.5671225648243916,0.01218327885833122,0.8728426808771672,0.8357437801982563,36.2654483795166,59.404377937316895,23.138929557800296,0.461682146245783,90.7908935546875,90.32921140844172,22.564424514770508,22.102742368524726,43.41920852661133
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L18_SV30,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,True,21,False,1.4468763601060732,,,0.6338347418913676,,,,,0.41506485165488216,-10.028188514709473,,,-36.38963794708252,,,,,-43.48286819458008
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L18_SV30,2,16783,9,0,306,309,2080,13,.,same_step_exact_token,same_step,exact_token,20,0.08656716417910448,True,41,True,-0.9822176161547833,-0.5127685593783993,0.46944905677638404,-0.6455911128568586,0.4580030756846495,1.103594188541508,-1.650156353909689,-1.0045652410528305,-0.8312285249302501,-88.7873031616211,-73.56624031066895,15.221062850952151,-77.87277880581942,-42.09067153930664,35.78210726651278,-110.44404602050781,-32.57126721468839,-83.8917465209961
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L18_SV30,3,16777,9,0,300,303,2074,13,.,same_step_exact_token,same_step,exact_token,20,0.10447761194029848,True,41,True,-0.3176578298867565,-0.8179538961806403,-0.5002960662938838,-0.044555575181823806,-0.007427502362233325,0.037128072819590484,-1.650156353909689,-1.6056007787278652,-1.4716647558113978,-67.24011688232422,-83.46133995056152,-16.221223068237308,-58.385254946621984,-57.18144226074219,1.2038126858797966,-110.44404602050781,-52.05879107388583,-104.65676879882812
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L18_SV30,4,16751,9,0,274,277,2048,13,.,same_step_exact_token,same_step,exact_token,20,0.18208955223880596,True,41,True,-0.4835002316303564,0.30094088166217503,0.7844411132925314,0.17337956860954906,2.113172512781584,1.939792944172035,-1.2939033131793236,-1.4672828817888726,-1.0468272214997116,-72.61726608276368,-47.18313789367676,25.43412818908692,-51.31908988952637,11.575296401977539,62.894386291503906,-98.8931655883789,-47.57407569885254,-90.88215637207031
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L18_SV30,5,16728,9,0,251,254,2025,13,.,same_step_exact_token,same_step,exact_token,20,0.25074626865671645,True,41,True,-0.09987454957628308,0.8536231848848476,0.9534977344611306,-0.8146572922745476,1.39499990252301,2.2096571947975576,-0.08440219522849472,0.730255097046053,0.16776451306605164,-60.17887573242187,-29.26338291168213,30.915492820739743,-83.35445334694602,-11.71019172668457,71.64426162026145,-59.67721176147461,23.677241585471407,-51.50114822387695
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L22_SV32,1,16195,6,0,26,29,1290,13,.,same_rollout_exact_token,same_rollout,exact_token,0,0.0,True,21,False,0.38300516016645886,,,1.1559905148509007,,,,,1.420998770089891,225.90809020996093,,,293.869780106978,,,,,317.1695861816406
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L22_SV32,2,16783,9,0,306,309,2080,13,.,same_step_exact_token,same_step,exact_token,20,0.08656716417910448,True,41,True,-0.9922072935445986,-0.3208567618512904,0.6713505316933082,-0.3718746218145425,0.8346531843138933,1.206527806128436,-1.3180986359298308,-0.9462240141152882,0.8346531843138933,104.99795684814453,164.02380561828613,59.02584877014161,159.53826141357422,265.6174621582031,106.0792007446289,76.34524536132812,-83.1930160522461,265.6174621582031
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L22_SV32,3,16777,9,0,300,303,2074,13,.,same_step_exact_token,same_step,exact_token,20,0.10447761194029848,True,41,True,-0.6311056949846224,-0.7323319295748092,-0.10122623459018676,-0.26589644596203044,0.5891203194538763,0.8550167654159068,-1.6292591240920187,-1.3633626781299881,0.5891203194538763,136.74639129638672,127.84647369384766,-8.899917602539062,168.85597471757367,244.0299530029297,75.17397828535601,48.98768615722656,-119.86828856034711,244.0299530029297
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L22_SV32,4,16751,9,0,274,277,2048,13,.,same_step_exact_token,same_step,exact_token,20,0.18208955223880596,True,41,True,0.15437946194174726,0.6355688197423887,0.4811893578006414,-0.694985351875591,1.4155562101613024,2.1105415620368935,-0.5449666842781103,0.15001866759748061,1.4155562101613024,205.80707702636718,248.11375427246094,42.306677246093756,131.1300243030895,316.6910705566406,185.56104625355113,144.31982421875,13.189799915660501,316.6910705566406
impossiblebench__binary_rules__s102346__step_09__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,incorrect,L22_SV32,5,16728,9,0,251,254,2025,13,.,same_step_exact_token,same_step,exact_token,20,0.25074626865671645,True,41,True,0.5651637187233108,-0.2076307326022256,-0.7727944513255365,0.534723655855922,1.4590321286112666,0.9243084727553447,-0.8461737612239573,-1.3808974170798791,1.4495437473480077,241.9236633300781,173.97875785827637,-67.94490547180175,239.2473408092152,320.5135192871094,81.26617847789419,117.8373794555664,-121.40996135364878,319.6792907714844
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L17_SV28,1,17984,7,0,119,122,1712,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.010288065843621408,False,41,True,0.10177164403568166,-0.31772799849491523,-0.4194996425305969,-0.4756095343332278,0.5968939206318914,1.0725034549651191,-1.206449145589367,-0.730839611256139,-0.6658101296455469,29.09387426376343,18.284072399139404,-10.809801864624024,14.215730146928268,41.85234451293945,27.636614366011187,-4.6167802810668945,-18.83251042799516,9.314579963684082
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L17_SV28,2,17976,7,0,111,114,1704,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.0432098765432099,False,41,True,-0.5717916299046892,-0.6102428533713533,-0.038451223466664075,-0.5508646528476853,0.5968939206318914,1.1477585734795768,-1.8798101141597097,-1.3289454613120244,-0.7139361060467603,11.737278938293457,10.746455430984497,-0.99082350730896,12.276532021435825,41.85234451293945,29.575812491503626,-21.968162536621094,-34.24469455805692,8.074454307556152
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L17_SV28,3,17999,7,0,134,137,1727,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.05144032921810704,False,41,True,-0.8099282036098885,0.11479230936005934,0.9247205129699478,-0.5760705997885611,0.7958918201024475,1.3719624198910085,-1.1772321964999588,-0.6011615967113977,-0.3648281993645289,5.600899028778076,29.429394960403442,23.828495931625366,11.627017064528031,46.980186462402344,35.35316939787431,-3.863908529281616,-15.490925593809648,17.07037925720215
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L17_SV28,4,18002,7,0,137,140,1730,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.06378600823045266,False,41,True,-0.09683510137164583,-0.5843296253082098,-0.4874945239365639,-0.65601224169182,0.7958918201024475,1.4519040617942676,-1.1772321964999588,-0.5212199548081388,-0.49949204372135797,23.976111698150635,11.414195835590363,-12.561915862560273,9.567055095325816,46.980186462402344,37.41313136707653,-3.863908529281616,-13.430963624607433,13.60031795501709
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L17_SV28,5,18013,7,0,148,151,1741,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.10905349794238683,False,41,True,0.8355026216215263,-0.4952009665587369,-1.3307035881802634,-0.17565437631861072,0.6337523358116106,0.8094067121302213,-1.7105572439696577,-1.534902867651047,-0.756281521913415,48.0008903503418,13.71089181303978,-34.28999853730202,21.945071242072366,42.8021240234375,20.857052781365134,-17.606800079345703,-39.55187132141807,6.983283996582031
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L18_SV30,1,17984,7,0,119,122,1712,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.010288065843621408,False,41,True,-0.3346170430022156,-0.2303691175833784,0.1042479254188372,-0.7433002206974627,0.7773391332852361,1.5206393539826988,-0.8602623716845167,-0.11696215098705398,-0.8602623716845167,-65.23278121948242,-61.83372211456299,3.3990591049194308,-78.55811379172586,-28.976858139038086,49.58125565268777,-82.3717269897461,-3.813613198020235,-82.3717269897461
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L18_SV30,2,17976,7,0,111,114,1704,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.0432098765432099,False,41,True,-0.7711871291235104,-0.884814265638542,-0.11362713651503165,-0.03164415237952424,-0.08549778065092427,-0.05385362827140003,-1.4080933272784142,-1.3764491748988898,-1.4080933272784142,-79.46738128662109,-83.17225456237793,-3.704873275756839,-55.354188832369715,-57.11011505126953,-1.7559262188998161,-100.23404693603516,-44.87985810366544,-100.23404693603516
impossiblebench__fractional_no_rules__s112345__step_03__event_01,impossiblebench__fractional_no_rules__s112345,impossiblebench,fractional_no_rules,correct,L18_SV30,3,17999,7,0,134,137,1727,13,.,same_rollout_exact_token,same_rollout,exact_token,8,0.05144032921810704,False,41,True,-0.810475400843824,-0.32222641713515,0.488248983708674,-0.3181313308860917,0.7265187303860584,1.04465006127215,-1.4981360281924365,-1.180004697306345,-1.4981360281924365,-80.74839630126954,-64.82877826690674,15.919618034362799,-64.69525579972701,-30.63388442993164,34.06137136979537,-103.16993713378906,-38.474681334062055,-103.16993713378906
