bank,candidate,polarity,selected,selrank,layer,R,S,F,X,U,ratio
UWS,L09_SV52,negative,True,405,9,17,3,22,0,8,0.150
UWS,L09_SV52,positive,False,405,9,51,2,0,0,5,0.038
UWS,L09_SV53,negative,True,415,9,27,12,0,0,9,0.308
UWS,L09_SV53,positive,False,415,9,18,4,26,0,4,0.182
UWS,L09_SV54,negative,False,563,9,37,13,3,0,4,0.260
UWS,L09_SV54,positive,True,563,9,10,10,20,0,6,0.500
UWS,L09_SV55,negative,True,767,9,31,1,3,0,17,0.031
UWS,L09_SV55,positive,False,767,9,0,0,3,0,1,
UWS,L09_SV56,negative,False,249,9,33,0,3,1,8,0.000
UWS,L09_SV56,positive,True,249,9,23,12,4,0,18,0.343
UWS,L09_SV57,negative,True,1055,9,35,4,1,0,11,0.103
UWS,L09_SV57,positive,False,1055,9,36,0,15,0,3,0.000
UWS,L09_SV58,negative,True,49,9,1,52,3,1,2,0.981
UWS,L09_SV58,positive,False,49,9,37,1,6,0,9,0.026
UWS,L09_SV59,negative,False,521,9,25,8,0,0,23,0.242
UWS,L09_SV59,positive,True,521,9,11,11,23,0,4,0.500
UWS,L09_SV60,negative,False,596,9,10,12,4,0,13,0.545
UWS,L09_SV60,positive,True,596,9,20,0,39,0,2,0.000
UWS,L09_SV61,negative,False,235,9,11,6,21,0,11,0.353
UWS,L09_SV61,positive,True,235,9,39,1,0,0,13,0.025
UWS,L09_SV62,negative,True,231,9,7,3,10,0,11,0.300
UWS,L09_SV62,positive,False,231,9,47,2,3,0,6,0.041
UWS,L09_SV63,negative,False,1014,9,17,0,4,0,4,0.000
UWS,L09_SV63,positive,True,1014,9,18,4,9,0,7,0.182
UWS,L09_SV64,negative,False,128,9,13,5,17,0,11,0.278
UWS,L09_SV64,positive,True,128,9,5,0,5,1,8,0.000
UWS,L10_SV01,negative,True,45,10,5,3,46,0,0,0.375
UWS,L10_SV01,positive,False,45,10,1,0,35,0,3,0.000
UWS,L10_SV02,negative,True,1199,10,37,1,2,0,13,0.026
UWS,L10_SV02,positive,False,1199,10,4,5,22,0,0,0.556
UWS,L10_SV03,negative,False,848,10,27,12,12,0,9,0.308
UWS,L10_SV03,positive,True,848,10,5,0,1,3,2,0.000
UWS,L10_SV04,negative,True,1387,10,6,6,0,0,0,0.500
UWS,L10_SV04,positive,False,1387,10,1,0,28,0,0,0.000
UWS,L10_SV05,negative,False,1376,10,3,0,29,0,0,0.000
UWS,L10_SV05,positive,True,1376,10,62,2,0,0,0,0.031
UWS,L10_SV06,negative,True,1335,10,24,0,32,0,1,0.000
UWS,L10_SV06,positive,False,1335,10,30,0,11,0,8,0.000
UWS,L10_SV07,negative,False,1135,10,39,0,1,0,6,0.000
UWS,L10_SV07,positive,True,1135,10,1,0,0,2,6,0.000
UWS,L10_SV08,negative,True,1353,10,27,5,2,0,8,0.156
UWS,L10_SV08,positive,False,1353,10,5,7,2,0,4,0.583
UWS,L10_SV09,negative,False,866,10,5,18,26,0,2,0.783
UWS,L10_SV09,positive,True,866,10,14,0,3,2,3,0.000
UWS,L10_SV10,negative,False,1455,10,0,0,0,0,1,
UWS,L10_SV10,positive,True,1455,10,23,5,32,1,1,0.179
UWS,L10_SV11,negative,True,544,10,7,11,41,0,1,0.611
UWS,L10_SV11,positive,False,544,10,51,0,1,0,4,0.000
UWS,L10_SV12,negative,False,1092,10,41,1,20,0,0,0.024
UWS,L10_SV12,positive,True,1092,10,5,0,0,2,4,0.000
UWS,L10_SV13,negative,True,673,10,42,4,10,0,2,0.087
UWS,L10_SV13,positive,False,673,10,51,1,0,0,3,0.019
UWS,L10_SV14,negative,False,833,10,1,13,49,0,0,0.929
UWS,L10_SV14,positive,True,833,10,48,1,0,0,10,0.020
UWS,L10_SV15,negative,True,830,10,16,9,2,0,6,0.360
UWS,L10_SV15,positive,False,830,10,0,0,64,0,0,
UWS,L10_SV16,negative,False,1157,10,3,0,45,0,2,0.000
UWS,L10_SV16,positive,True,1157,10,44,0,3,0,7,0.000
UWS,L10_SV17,negative,True,840,10,20,3,7,0,9,0.130
UWS,L10_SV17,positive,False,840,10,35,1,4,0,3,0.028
UWS,L10_SV18,negative,True,403,10,3,10,3,1,3,0.769
UWS,L10_SV18,positive,False,403,10,62,0,0,0,1,0.000
UWS,L10_SV19,negative,False,412,10,53,3,6,0,1,0.054
UWS,L10_SV19,positive,True,412,10,15,2,0,0,4,0.118
UWS,L10_SV20,negative,False,1349,10,48,0,1,0,7,0.000
UWS,L10_SV20,positive,True,1349,10,7,5,49,0,0,0.417
UWS,L10_SV21,negative,False,991,10,20,16,16,0,6,0.444
UWS,L10_SV21,positive,True,991,10,20,2,33,0,1,0.091
UWS,L10_SV22,negative,False,1235,10,47,2,7,0,4,0.041
UWS,L10_SV22,positive,True,1235,10,21,10,12,0,2,0.323
UWS,L10_SV23,negative,False,1253,10,1,12,50,0,0,0.923
UWS,L10_SV23,positive,True,1253,10,54,0,0,0,3,0.000
UWS,L10_SV24,negative,False,1414,10,9,39,6,0,1,0.812
UWS,L10_SV24,positive,True,1414,10,18,3,11,0,17,0.143
UWS,L10_SV25,negative,False,926,10,1,6,3,0,4,0.857
UWS,L10_SV25,positive,True,926,10,41,2,0,0,4,0.047
UWS,L10_SV26,negative,True,499,10,38,0,0,0,22,0.000
UWS,L10_SV26,positive,False,499,10,1,0,22,0,0,0.000
UWS,L10_SV27,negative,True,737,10,33,1,0,0,4,0.029
UWS,L10_SV27,positive,False,737,10,51,3,1,0,3,0.056
UWS,L10_SV28,negative,False,715,10,35,19,0,0,3,0.352
UWS,L10_SV28,positive,True,715,10,19,17,7,1,6,0.472
UWS,L10_SV29,negative,False,409,10,37,0,7,0,10,0.000
UWS,L10_SV29,positive,True,409,10,22,26,7,0,3,0.542
UWS,L10_SV30,negative,False,654,10,22,0,7,0,2,0.000
UWS,L10_SV30,positive,True,654,10,41,5,3,0,6,0.109
UWS,L10_SV31,negative,False,624,10,40,4,16,0,1,0.091
UWS,L10_SV31,positive,True,624,10,59,0,1,0,3,0.000
UWS,L10_SV32,negative,False,676,10,27,11,15,0,5,0.289
UWS,L10_SV32,positive,True,676,10,16,1,2,1,8,0.059
UWS,L10_SV33,negative,False,1029,10,2,5,10,0,0,0.714
UWS,L10_SV33,positive,True,1029,10,33,13,0,0,8,0.283
UWS,L10_SV34,negative,False,1406,10,29,0,2,0,13,0.000
UWS,L10_SV34,positive,True,1406,10,2,0,53,0,4,0.000
UWS,L10_SV35,negative,True,938,10,25,6,14,0,6,0.194
UWS,L10_SV35,positive,False,938,10,11,0,47,0,0,0.000
UWS,L10_SV36,negative,True,760,10,42,9,6,0,5,0.176
UWS,L10_SV36,positive,False,760,10,34,0,5,0,4,0.000
UWS,L10_SV37,negative,False,933,10,49,0,3,0,3,0.000
UWS,L10_SV37,positive,True,933,10,11,3,13,0,7,0.214
UWS,L10_SV38,negative,True,1085,10,15,5,32,0,11,0.250
UWS,L10_SV38,positive,False,1085,10,28,2,1,0,0,0.067
UWS,L10_SV39,negative,True,181,10,29,0,3,1,13,0.000
UWS,L10_SV39,positive,False,181,10,22,24,3,0,1,0.522
UWS,L10_SV40,negative,False,1009,10,2,0,54,0,4,0.000
UWS,L10_SV40,positive,True,1009,10,10,47,0,0,5,0.825
UWS,L10_SV41,negative,False,678,10,37,12,7,0,4,0.245
UWS,L10_SV41,positive,True,678,10,6,0,4,0,2,0.000
UWS,L10_SV42,negative,True,1016,10,2,0,2,0,0,0.000
UWS,L10_SV42,positive,False,1016,10,8,26,4,0,6,0.765
UWS,L10_SV43,negative,False,549,10,25,6,3,0,6,0.194
UWS,L10_SV43,positive,True,549,10,10,26,10,0,9,0.722
UWS,L10_SV44,negative,False,338,10,19,6,13,0,6,0.240
UWS,L10_SV44,positive,True,338,10,25,16,12,0,5,0.390
UWS,L10_SV45,negative,False,119,10,37,11,2,0,10,0.229
UWS,L10_SV45,positive,True,119,10,59,0,1,0,0,0.000
UWS,L10_SV46,negative,False,407,10,10,33,9,0,4,0.767
UWS,L10_SV46,positive,True,407,10,54,0,0,0,8,0.000
UWS,L10_SV47,negative,True,1046,10,44,0,3,1,8,0.000
UWS,L10_SV47,positive,False,1046,10,6,0,4,0,5,0.000
UWS,L10_SV48,negative,False,512,10,17,1,29,2,4,0.056
UWS,L10_SV48,positive,True,512,10,39,13,1,0,3,0.250
UWS,L10_SV49,negative,True,134,10,23,9,0,0,21,0.281
UWS,L10_SV49,positive,False,134,10,27,1,21,0,5,0.036
UWS,L10_SV50,negative,False,564,10,32,8,5,0,11,0.200
UWS,L10_SV50,positive,True,564,10,12,1,33,0,11,0.077
UWS,L10_SV51,negative,False,435,10,39,5,2,0,13,0.114
UWS,L10_SV51,positive,True,435,10,3,2,59,0,0,0.400
UWS,L10_SV52,negative,True,296,10,26,2,7,0,11,0.071
UWS,L10_SV52,positive,False,296,10,34,2,3,0,9,0.056
UWS,L10_SV53,negative,False,693,10,30,5,10,0,6,0.143
UWS,L10_SV53,positive,True,693,10,26,11,1,0,17,0.297
UWS,L10_SV54,negative,True,302,10,23,8,1,0,10,0.258
UWS,L10_SV54,positive,False,302,10,18,1,24,0,7,0.053
UWS,L10_SV55,negative,True,1003,10,24,21,4,0,11,0.467
UWS,L10_SV55,positive,False,1003,10,2,0,1,0,0,0.000
UWS,L10_SV56,negative,True,699,10,32,4,6,3,9,0.111
UWS,L10_SV56,positive,False,699,10,6,4,36,0,7,0.400
UWS,L10_SV57,negative,True,811,10,1,10,2,0,3,0.909
UWS,L10_SV57,positive,False,811,10,47,1,12,0,2,0.021
UWS,L10_SV58,negative,True,853,10,28,1,6,0,5,0.034
UWS,L10_SV58,positive,False,853,10,11,21,4,0,7,0.656
UWS,L10_SV59,negative,True,459,10,30,5,1,0,18,0.143
UWS,L10_SV59,positive,False,459,10,10,11,22,0,7,0.524
UWS,L10_SV60,negative,True,535,10,19,11,9,0,9,0.367
UWS,L10_SV60,positive,False,535,10,42,2,3,0,10,0.045
UWS,L10_SV61,negative,True,210,10,18,0,7,0,6,0.000
UWS,L10_SV61,positive,False,210,10,35,1,11,1,11,0.028
UWS,L10_SV62,negative,True,427,10,22,3,12,0,7,0.120
UWS,L10_SV62,positive,False,427,10,22,6,8,0,7,0.214
UWS,L10_SV63,negative,False,504,10,19,0,11,0,6,0.000
UWS,L10_SV63,positive,True,504,10,31,1,15,0,15,0.031
UWS,L10_SV64,negative,True,517,10,15,14,14,0,16,0.483
UWS,L10_SV64,positive,False,517,10,6,0,4,1,7,0.000
UWS,L11_SV01,negative,True,44,11,3,4,52,0,0,0.571
UWS,L11_SV01,positive,False,44,11,4,0,28,0,3,0.000
UWS,L11_SV02,negative,True,1137,11,40,1,2,0,16,0.024
UWS,L11_SV02,positive,False,1137,11,3,5,17,0,0,0.625
UWS,L11_SV03,negative,False,639,11,26,18,17,0,1,0.409
UWS,L11_SV03,positive,True,639,11,2,0,1,3,2,0.000
UWS,L11_SV04,negative,True,1391,11,5,12,0,0,2,0.706
UWS,L11_SV04,positive,False,1391,11,2,0,19,0,0,0.000
UWS,L11_SV05,negative,True,1368,11,62,2,0,0,0,0.031
UWS,L11_SV05,positive,False,1368,11,4,0,30,0,0,0.000
UWS,L11_SV06,negative,True,1389,11,27,0,32,0,0,0.000
UWS,L11_SV06,positive,False,1389,11,28,1,12,0,6,0.034
UWS,L11_SV07,negative,False,1110,11,45,1,1,0,4,0.022
UWS,L11_SV07,positive,True,1110,11,1,0,0,2,7,0.000
UWS,L11_SV08,negative,True,1281,11,30,2,2,0,8,0.062
UWS,L11_SV08,positive,False,1281,11,3,6,5,0,2,0.667
UWS,L11_SV09,negative,False,865,11,4,20,24,0,2,0.833
UWS,L11_SV09,positive,True,865,11,12,0,6,2,2,0.000
UWS,L11_SV10,negative,True,1456,11,0,0,1,0,1,
UWS,L11_SV10,positive,False,1456,11,24,4,33,1,1,0.143
UWS,L11_SV11,negative,True,647,11,10,10,38,0,1,0.500
UWS,L11_SV11,positive,False,647,11,54,0,1,0,3,0.000
UWS,L11_SV12,negative,False,1124,11,42,2,18,0,0,0.045
UWS,L11_SV12,positive,True,1124,11,5,1,0,1,6,0.167
UWS,L11_SV13,negative,False,734,11,41,4,9,0,2,0.089
UWS,L11_SV13,positive,True,734,11,50,1,0,0,3,0.020
UWS,L11_SV14,negative,False,820,11,1,10,48,0,0,0.909
UWS,L11_SV14,positive,True,820,11,46,1,0,0,11,0.021
UWS,L11_SV15,negative,False,814,11,5,0,57,0,0,0.000
UWS,L11_SV15,positive,True,814,11,20,7,1,0,4,0.259
UWS,L11_SV16,negative,False,1155,11,0,0,55,0,2,
UWS,L11_SV16,positive,True,1155,11,35,0,12,0,7,0.000
UWS,L11_SV17,negative,True,643,11,26,3,7,0,6,0.103
UWS,L11_SV17,positive,False,643,11,23,1,4,0,4,0.042
UWS,L11_SV18,negative,True,411,11,3,9,2,1,3,0.750
UWS,L11_SV18,positive,False,411,11,61,0,2,0,0,0.000
UWS,L11_SV19,negative,False,330,11,56,3,4,0,0,0.051
UWS,L11_SV19,positive,True,330,11,7,4,0,0,2,0.364
UWS,L11_SV20,negative,True,1278,11,6,7,48,0,0,0.538
UWS,L11_SV20,positive,False,1278,11,49,0,1,0,8,0.000
UWS,L11_SV21,negative,False,1035,11,40,15,1,0,5,0.273
UWS,L11_SV21,positive,True,1035,11,21,2,29,0,2,0.087
UWS,L11_SV22,negative,False,1195,11,51,2,5,0,3,0.038
UWS,L11_SV22,positive,True,1195,11,24,8,7,0,2,0.250
UWS,L11_SV23,negative,False,1374,11,0,0,61,0,0,
UWS,L11_SV23,positive,True,1374,11,41,0,1,0,8,0.000
UWS,L11_SV24,negative,True,1379,11,5,42,3,0,0,0.894
UWS,L11_SV24,positive,False,1379,11,32,2,17,0,6,0.059
UWS,L11_SV25,negative,False,714,11,3,2,21,0,1,0.400
UWS,L11_SV25,positive,True,714,11,42,3,0,0,2,0.067
UWS,L11_SV26,negative,True,485,11,43,0,0,0,17,0.000
UWS,L11_SV26,positive,False,485,11,5,1,30,0,0,0.167
UWS,L11_SV27,negative,True,703,11,35,13,1,0,3,0.271
UWS,L11_SV27,positive,False,703,11,32,2,4,0,7,0.059
UWS,L11_SV28,negative,False,286,11,38,10,0,0,7,0.208
UWS,L11_SV28,positive,True,286,11,21,29,0,0,4,0.580
UWS,L11_SV29,negative,False,345,11,13,0,3,0,5,0.000
UWS,L11_SV29,positive,True,345,11,10,42,2,0,1,0.808
UWS,L11_SV30,negative,False,137,11,40,3,14,0,3,0.070
UWS,L11_SV30,positive,True,137,11,56,0,0,0,5,0.000
UWS,L11_SV31,negative,True,927,11,25,11,8,0,7,0.306
UWS,L11_SV31,positive,False,927,11,24,2,24,0,9,0.077
UWS,L11_SV32,negative,False,730,11,12,42,0,0,4,0.778
UWS,L11_SV32,positive,True,730,11,25,0,3,1,5,0.000
UWS,L11_SV33,negative,False,1188,11,5,3,14,0,0,0.375
UWS,L11_SV33,positive,True,1188,11,25,14,1,0,8,0.359
UWS,L11_SV34,negative,False,1341,11,32,0,6,0,11,0.000
UWS,L11_SV34,positive,True,1341,11,8,3,45,0,4,0.273
UWS,L11_SV35,negative,True,491,11,37,12,9,0,2,0.245
UWS,L11_SV35,positive,False,491,11,37,0,14,0,0,0.000
UWS,L11_SV36,negative,True,744,11,29,8,5,0,7,0.216
UWS,L11_SV36,positive,False,744,11,13,0,51,0,0,0.000
UWS,L11_SV37,negative,False,935,11,49,1,1,0,2,0.020
UWS,L11_SV37,positive,True,935,11,11,4,5,0,6,0.267
UWS,L11_SV38,negative,True,1065,11,17,5,30,0,11,0.227
UWS,L11_SV38,positive,False,1065,11,25,2,2,0,0,0.074
UWS,L11_SV39,negative,True,255,11,31,0,4,1,16,0.000
UWS,L11_SV39,positive,False,255,11,21,25,1,1,1,0.543
UWS,L11_SV40,negative,False,1024,11,2,0,57,0,3,0.000
UWS,L11_SV40,positive,True,1024,11,13,46,1,0,1,0.780
UWS,L11_SV41,negative,True,399,11,52,5,2,0,1,0.088
UWS,L11_SV41,positive,False,399,11,23,1,10,0,7,0.042
UWS,L11_SV42,negative,True,1255,11,23,3,10,0,4,0.115
UWS,L11_SV42,positive,False,1255,11,6,30,3,0,3,0.833
UWS,L11_SV43,negative,True,755,11,33,3,8,0,5,0.083
UWS,L11_SV43,positive,False,755,11,23,18,7,0,5,0.439
UWS,L11_SV44,negative,False,726,11,4,5,4,0,8,0.556
UWS,L11_SV44,positive,True,726,11,32,3,14,0,6,0.086
UWS,L11_SV45,negative,False,505,11,48,1,1,0,12,0.020
UWS,L11_SV45,positive,True,505,11,41,0,8,0,3,0.000
UWS,L11_SV46,negative,False,502,11,20,34,3,0,3,0.630
UWS,L11_SV46,positive,True,502,11,50,0,0,0,8,0.000
UWS,L11_SV47,negative,True,800,11,45,0,3,1,4,0.000
UWS,L11_SV47,positive,False,800,11,3,2,4,0,0,0.400
UWS,L11_SV48,negative,True,413,11,14,11,9,0,13,0.440
UWS,L11_SV48,positive,False,413,11,17,0,24,0,9,0.000
UWS,L11_SV49,negative,False,219,11,28,0,21,0,3,0.000
UWS,L11_SV49,positive,True,219,11,24,11,1,0,17,0.314
UWS,L11_SV50,negative,False,139,11,3,0,34,0,4,0.000
UWS,L11_SV50,positive,True,139,11,52,6,0,0,4,0.103
UWS,L11_SV51,negative,False,352,11,40,2,1,0,10,0.048
UWS,L11_SV51,positive,True,352,11,5,4,54,0,1,0.444
UWS,L11_SV52,negative,True,921,11,30,0,4,0,9,0.000
UWS,L11_SV52,positive,False,921,11,44,2,6,0,7,0.043
UWS,L11_SV53,negative,False,390,11,24,1,13,0,5,0.040
UWS,L11_SV53,positive,True,390,11,30,6,2,0,18,0.167
UWS,L11_SV54,negative,False,606,11,11,9,9,0,3,0.450
UWS,L11_SV54,positive,True,606,11,10,19,20,0,5,0.655
UWS,L11_SV55,negative,True,1218,11,11,23,0,0,21,0.676
UWS,L11_SV55,positive,False,1218,11,3,0,33,0,2,0.000
UWS,L11_SV56,negative,True,685,11,8,18,3,20,4,0.692
UWS,L11_SV56,positive,False,685,11,48,4,2,0,6,0.077
UWS,L11_SV57,negative,True,645,11,7,1,2,0,3,0.125
UWS,L11_SV57,positive,False,645,11,52,0,5,0,0,0.000
UWS,L11_SV58,negative,False,1270,11,27,1,12,0,8,0.036
UWS,L11_SV58,positive,True,1270,11,12,3,13,0,4,0.200
UWS,L11_SV59,negative,True,136,11,37,4,0,0,20,0.098
UWS,L11_SV59,positive,False,136,11,15,3,25,0,3,0.167
UWS,L11_SV60,negative,True,451,11,13,16,6,0,11,0.552
UWS,L11_SV60,positive,False,451,11,42,0,0,0,16,0.000
UWS,L11_SV61,negative,True,422,11,18,0,2,0,6,0.000
UWS,L11_SV61,positive,False,422,11,37,1,13,0,8,0.026
UWS,L11_SV62,negative,False,809,11,26,1,17,0,5,0.037
UWS,L11_SV62,positive,True,809,11,24,0,25,0,8,0.000
UWS,L11_SV63,negative,False,631,11,24,9,8,0,16,0.273
UWS,L11_SV63,positive,True,631,11,11,2,19,0,12,0.154
UWS,L11_SV64,negative,False,385,11,1,49,6,0,6,0.980
UWS,L11_SV64,positive,True,385,11,24,0,0,0,10,0.000
UWS,L12_SV01,negative,True,43,12,2,4,48,0,0,0.667
UWS,L12_SV01,positive,False,43,12,2,0,32,0,2,0.000
UWS,L12_SV02,negative,True,1170,12,40,1,1,0,12,0.024
UWS,L12_SV02,positive,False,1170,12,0,5,19,0,0,1.000
UWS,L12_SV03,negative,False,1111,12,23,9,28,0,0,0.281
UWS,L12_SV03,positive,True,1111,12,1,0,0,3,1,0.000
UWS,L12_SV04,negative,False,1295,12,7,12,1,0,0,0.632
UWS,L12_SV04,positive,True,1295,12,2,0,3,0,1,0.000
UWS,L12_SV05,negative,True,1381,12,56,6,0,0,2,0.097
UWS,L12_SV05,positive,False,1381,12,3,0,41,0,0,0.000
UWS,L12_SV06,negative,True,1419,12,14,0,44,0,1,0.000
UWS,L12_SV06,positive,False,1419,12,13,3,5,0,5,0.188
UWS,L12_SV07,negative,False,1095,12,47,0,1,0,3,0.000
UWS,L12_SV07,positive,True,1095,12,1,0,2,1,8,0.000
UWS,L12_SV08,negative,False,1217,12,6,8,12,0,0,0.571
UWS,L12_SV08,positive,True,1217,12,29,2,0,0,8,0.065
UWS,L12_SV09,negative,True,856,12,12,0,3,3,2,0.000
UWS,L12_SV09,positive,False,856,12,8,20,22,0,4,0.714
UWS,L12_SV10,negative,False,1457,12,0,0,1,0,1,
UWS,L12_SV10,positive,True,1457,12,22,6,33,1,1,0.214
UWS,L12_SV11,negative,False,626,12,11,10,36,0,1,0.476
UWS,L12_SV11,positive,True,626,12,56,0,0,0,3,0.000
UWS,L12_SV12,negative,False,660,12,46,1,14,0,0,0.021
UWS,L12_SV12,positive,True,660,12,7,1,0,1,8,0.125
UWS,L12_SV13,negative,False,632,12,39,5,12,0,3,0.114
UWS,L12_SV13,positive,True,632,12,48,0,0,0,5,0.000
UWS,L12_SV14,negative,False,798,12,2,12,44,0,0,0.857
UWS,L12_SV14,positive,True,798,12,49,1,0,0,8,0.020
UWS,L12_SV15,negative,False,1015,12,7,0,54,0,1,0.000
UWS,L12_SV15,positive,True,1015,12,22,3,1,0,4,0.120
UWS,L12_SV16,negative,True,1101,12,0,0,56,0,1,
UWS,L12_SV16,positive,False,1101,12,29,0,19,0,7,0.000
UWS,L12_SV17,negative,True,377,12,30,4,4,0,2,0.118
UWS,L12_SV17,positive,False,377,12,16,3,11,0,3,0.158
UWS,L12_SV18,negative,True,575,12,4,12,3,1,5,0.750
UWS,L12_SV18,positive,False,575,12,53,0,10,0,0,0.000
UWS,L12_SV19,negative,False,353,12,51,2,10,0,0,0.038
UWS,L12_SV19,positive,True,353,12,6,4,0,0,2,0.400
UWS,L12_SV20,negative,True,1208,12,6,12,42,0,0,0.667
UWS,L12_SV20,positive,False,1208,12,50,0,0,0,8,0.000
UWS,L12_SV21,negative,False,1120,12,43,14,1,0,4,0.246
UWS,L12_SV21,positive,True,1120,12,22,2,26,0,3,0.083
UWS,L12_SV22,negative,False,1257,12,47,3,9,0,3,0.060
UWS,L12_SV22,positive,True,1257,12,25,10,8,0,2,0.286
UWS,L12_SV23,negative,False,1420,12,3,1,57,0,0,0.250
UWS,L12_SV23,positive,True,1420,12,37,0,0,0,11,0.000
UWS,L12_SV24,negative,True,1346,12,8,32,5,0,0,0.800
UWS,L12_SV24,positive,False,1346,12,32,2,14,0,8,0.059
UWS,L12_SV25,negative,False,923,12,2,0,34,0,1,0.000
UWS,L12_SV25,positive,True,923,12,46,2,0,0,1,0.042
UWS,L12_SV26,negative,True,477,12,44,0,0,1,17,0.000
UWS,L12_SV26,positive,False,477,12,9,1,27,0,3,0.100
UWS,L12_SV27,negative,True,294,12,32,19,2,0,2,0.373
UWS,L12_SV27,positive,False,294,12,18,1,11,0,5,0.053
UWS,L12_SV28,negative,False,292,12,37,1,7,0,8,0.026
UWS,L12_SV28,positive,True,292,12,24,32,0,0,4,0.571
UWS,L12_SV29,negative,False,334,12,9,0,5,0,4,0.000
UWS,L12_SV29,positive,True,334,12,11,40,1,0,3,0.784
UWS,L12_SV30,negative,False,304,12,21,8,28,0,2,0.276
UWS,L12_SV30,positive,True,304,12,54,1,0,0,5,0.018
UWS,L12_SV31,negative,True,1038,12,17,2,6,1,10,0.105
UWS,L12_SV31,positive,False,1038,12,34,6,12,0,7,0.150
UWS,L12_SV32,negative,False,747,12,8,24,21,0,7,0.750
UWS,L12_SV32,positive,True,747,12,49,0,2,0,0,0.000
UWS,L12_SV33,negative,False,1340,12,4,0,5,0,0,0.000
UWS,L12_SV33,positive,True,1340,12,31,5,5,0,6,0.139
UWS,L12_SV34,negative,False,1397,12,31,0,6,0,14,0.000
UWS,L12_SV34,positive,True,1397,12,9,3,42,0,5,0.250
UWS,L12_SV35,negative,True,846,12,38,14,4,0,7,0.269
UWS,L12_SV35,positive,False,846,12,25,2,3,1,6,0.074
UWS,L12_SV36,negative,False,1112,12,17,0,38,0,0,0.000
UWS,L12_SV36,positive,True,1112,12,26,4,19,0,2,0.133
UWS,L12_SV37,negative,False,956,12,45,1,4,1,4,0.022
UWS,L12_SV37,positive,True,956,12,14,2,5,0,8,0.125
UWS,L12_SV38,negative,True,1020,12,24,1,19,0,20,0.040
UWS,L12_SV38,positive,False,1020,12,25,2,3,0,3,0.074
UWS,L12_SV39,negative,False,239,12,33,0,7,1,16,0.000
UWS,L12_SV39,positive,True,239,12,26,24,0,1,1,0.480
UWS,L12_SV40,negative,True,1066,12,20,36,1,0,3,0.643
UWS,L12_SV40,positive,False,1066,12,4,0,56,0,1,0.000
UWS,L12_SV41,negative,True,419,12,48,8,2,0,1,0.143
UWS,L12_SV41,positive,False,419,12,26,1,17,0,4,0.037
UWS,L12_SV42,negative,True,1114,12,31,2,11,0,4,0.061
UWS,L12_SV42,positive,False,1114,12,10,29,4,0,5,0.744
UWS,L12_SV43,negative,True,481,12,36,9,6,0,3,0.200
UWS,L12_SV43,positive,False,481,12,30,10,14,0,3,0.250
UWS,L12_SV44,negative,False,649,12,32,0,10,4,6,0.000
UWS,L12_SV44,positive,True,649,12,7,2,7,0,10,0.222
UWS,L12_SV45,negative,True,488,12,47,0,0,0,14,0.000
UWS,L12_SV45,positive,False,488,12,43,0,5,0,3,0.000
UWS,L12_SV46,negative,False,789,12,11,35,7,1,3,0.761
UWS,L12_SV46,positive,True,789,12,44,0,0,0,11,0.000
UWS,L12_SV47,negative,True,786,12,48,0,1,0,9,0.000
UWS,L12_SV47,positive,False,786,12,5,5,5,0,0,0.500
UWS,L12_SV48,negative,True,414,12,19,9,11,0,8,0.321
UWS,L12_SV48,positive,False,414,12,21,0,20,0,7,0.000
UWS,L12_SV49,negative,False,336,12,35,0,19,0,2,0.000
UWS,L12_SV49,positive,True,336,12,13,22,3,0,20,0.629
UWS,L12_SV50,negative,False,90,12,6,0,27,0,5,0.000
UWS,L12_SV50,positive,True,90,12,49,9,0,0,5,0.155
UWS,L12_SV51,negative,True,736,12,17,2,44,1,0,0.105
UWS,L12_SV51,positive,False,736,12,43,0,2,0,5,0.000
UWS,L12_SV52,negative,False,1036,12,23,0,9,0,11,0.000
UWS,L12_SV52,positive,True,1036,12,36,3,8,0,8,0.077
UWS,L12_SV53,negative,True,473,12,28,6,0,0,16,0.176
UWS,L12_SV53,positive,False,473,12,27,0,17,0,8,0.000
UWS,L12_SV54,negative,False,961,12,11,7,12,0,7,0.389
UWS,L12_SV54,positive,True,961,12,6,20,21,0,5,0.769
UWS,L12_SV55,negative,True,1207,12,16,24,1,0,17,0.600
UWS,L12_SV55,positive,False,1207,12,0,0,56,0,0,
UWS,L12_SV56,negative,True,577,12,41,8,0,0,4,0.163
UWS,L12_SV56,positive,False,577,12,6,24,6,11,1,0.800
UWS,L12_SV57,negative,True,444,12,1,0,2,0,0,0.000
UWS,L12_SV57,positive,False,444,12,56,1,2,0,0,0.018
UWS,L12_SV58,negative,False,1330,12,16,6,13,0,5,0.273
UWS,L12_SV58,positive,True,1330,12,21,0,17,0,5,0.000
UWS,L12_SV59,negative,True,169,12,42,2,0,0,17,0.045
UWS,L12_SV59,positive,False,169,12,21,0,12,0,6,0.000
UWS,L12_SV60,negative,False,672,12,44,1,0,0,4,0.022
UWS,L12_SV60,positive,True,672,12,11,12,9,0,17,0.522
UWS,L12_SV61,negative,True,351,12,14,1,7,0,12,0.067
UWS,L12_SV61,positive,False,351,12,45,1,6,0,9,0.022
UWS,L12_SV62,negative,True,795,12,34,1,24,0,3,0.029
UWS,L12_SV62,positive,False,795,12,25,0,12,2,8,0.000
UWS,L12_SV63,negative,False,1041,12,21,13,7,0,6,0.382
