subject,relation,prompt,position_mode,ablated_positions,band,condition,replicate,greedy_span,content_token,content_index,span_logp_clean,span_logp_cond,delta_span_logp,content_logp_clean,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Wolfgang Amadeus Mozart,spouse,Wolfgang Amadeus Mozart was married to,subject_all,1 2 3 4 5 6,8-20,name_lens,0, a woman named Const, woman,1,-4.1076,-9.7282,-5.6206,-0.8499,-0.9295,-0.0796,1,0, woman,0.3076
Wolfgang Amadeus Mozart,spouse,Wolfgang Amadeus Mozart was married to,subject_all,1 2 3 4 5 6,9-20,name_lens,0, a woman named Const, woman,1,-4.1076,-6.409,-2.3014,-0.8499,-0.8449,0.005,1,0, woman,0.2507
Wolfgang Amadeus Mozart,education,Wolfgang Amadeus Mozart studied at the University of,subject_all,1 2 3 4 5 6,6-8,name_lens,0, Vienna. The University, Vienna,0,-7.391,-11.6977,-4.3067,-1.0003,-0.7174,0.283,1,0, Vienna,0.2159
Wolfgang Amadeus Mozart,education,Wolfgang Amadeus Mozart studied at the University of,subject_all,1 2 3 4 5 6,6-9,name_lens,0, Vienna. The University, Vienna,0,-7.391,-12.4226,-5.0316,-1.0003,-0.8165,0.1839,1,0, Vienna,0.2883
Wolfgang Amadeus Mozart,education,Wolfgang Amadeus Mozart studied at the University of,subject_all,1 2 3 4 5 6,7-20,name_lens,0, Vienna. The University, Vienna,0,-7.391,-12.3286,-4.9376,-1.0003,-0.9433,0.0571,1,0, Vienna,0.2732
Wolfgang Amadeus Mozart,education,Wolfgang Amadeus Mozart studied at the University of,subject_all,1 2 3 4 5 6,8-20,name_lens,0, Vienna. The University, Vienna,0,-7.391,-11.6427,-4.2517,-1.0003,-0.8182,0.1822,1,0, Vienna,0.2057
Wolfgang Amadeus Mozart,education,Wolfgang Amadeus Mozart studied at the University of,subject_all,1 2 3 4 5 6,9-20,name_lens,0, Vienna. The University, Vienna,0,-7.391,-8.2694,-0.8784,-1.0003,-0.8738,0.1265,1,0, Vienna,0.1296
Wolfgang Amadeus Mozart,citizenship,Wolfgang Amadeus Mozart was a citizen of,subject_all,1 2 3 4 5 6,6-8,name_lens,0, the Holy Roman Empire, Holy,1,-2.7344,-4.5714,-1.837,-1.9073,-2.0679,-0.1607,2,1, Austrian,0.2258
Wolfgang Amadeus Mozart,citizenship,Wolfgang Amadeus Mozart was a citizen of,subject_all,1 2 3 4 5 6,6-9,name_lens,0, the Holy Roman Empire, Holy,1,-2.7344,-5.2056,-2.4712,-1.9073,-2.1863,-0.279,2,1, Austrian,0.4958
Wolfgang Amadeus Mozart,citizenship,Wolfgang Amadeus Mozart was a citizen of,subject_all,1 2 3 4 5 6,7-20,name_lens,0, the Holy Roman Empire, Holy,1,-2.7344,-5.002,-2.2676,-1.9073,-2.3654,-0.4581,2,1, Austrian,0.2988
Wolfgang Amadeus Mozart,citizenship,Wolfgang Amadeus Mozart was a citizen of,subject_all,1 2 3 4 5 6,8-20,name_lens,0, the Holy Roman Empire, Holy,1,-2.7344,-4.1015,-1.3671,-1.9073,-2.2131,-0.3058,2,1, Austrian,0.1131
Wolfgang Amadeus Mozart,citizenship,Wolfgang Amadeus Mozart was a citizen of,subject_all,1 2 3 4 5 6,9-20,name_lens,0, the Holy Roman Empire, Holy,1,-2.7344,-3.2141,-0.4797,-1.9073,-2.0465,-0.1392,2,1, Austrian,0.0368
Wolfgang Amadeus Mozart,copy_first_name,The first name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,6-8,name_lens,0, Wolfgang. The second, Wolfgang,0,-4.3256,-4.835,-0.5094,-1.4455,-1.9234,-0.4779,1,0, Wolfgang,0.054
Wolfgang Amadeus Mozart,copy_first_name,The first name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,6-9,name_lens,0, Wolfgang. The second, Wolfgang,0,-4.3256,-4.9643,-0.6387,-1.4455,-2.0675,-0.622,1,0, Wolfgang,0.0591
Wolfgang Amadeus Mozart,copy_first_name,The first name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,7-20,name_lens,0, Wolfgang. The second, Wolfgang,0,-4.3256,-10.6036,-6.278,-1.4455,-7.6032,-6.1576,154,1,?,1.337
Wolfgang Amadeus Mozart,copy_first_name,The first name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,8-20,name_lens,0, Wolfgang. The second, Wolfgang,0,-4.3256,-10.3243,-5.9986,-1.4455,-7.2535,-5.808,128,1,?,1.2454
Wolfgang Amadeus Mozart,copy_first_name,The first name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,9-20,name_lens,0, Wolfgang. The second, Wolfgang,0,-4.3256,-10.5504,-6.2247,-1.4455,-7.5596,-6.1141,153,1,?,1.3122
Wolfgang Amadeus Mozart,copy_last_name,The last name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,6-8,name_lens,0," ""Mozart"".",Moz,1,-5.8674,-6.3303,-0.4628,-1.5042,-1.7279,-0.2237,1,0,Moz,0.029
Wolfgang Amadeus Mozart,copy_last_name,The last name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,6-9,name_lens,0," ""Mozart"".",Moz,1,-5.8674,-6.8132,-0.9458,-1.5042,-2.0113,-0.5071,1,0,Moz,0.0461
Wolfgang Amadeus Mozart,copy_last_name,The last name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,7-20,name_lens,0," ""Mozart"".",Moz,1,-5.8674,-10.977,-5.1095,-1.5042,-4.932,-3.4278,11,1,M,0.3322
Wolfgang Amadeus Mozart,copy_last_name,The last name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,8-20,name_lens,0," ""Mozart"".",Moz,1,-5.8674,-11.0531,-5.1857,-1.5042,-4.8574,-3.3532,11,1,M,0.3324
Wolfgang Amadeus Mozart,copy_last_name,The last name of Wolfgang Amadeus Mozart is,subject_all,5 6 7 8 9,9-20,name_lens,0," ""Mozart"".",Moz,1,-5.8674,-10.7879,-4.9205,-1.5042,-4.7505,-3.2463,10,1,M,0.3162
Ludwig van Beethoven,birth_city,Ludwig van Beethoven was born in the city of,subject_all,1 2 3 4 5,6-8,name_lens,0," Bonn, which is", Bonn,0,-3.3424,-3.3238,0.0186,-0.1449,-0.1764,-0.0314,1,0, Bonn,0.0153
Ludwig van Beethoven,birth_city,Ludwig van Beethoven was born in the city of,subject_all,1 2 3 4 5,6-9,name_lens,0," Bonn, which is", Bonn,0,-3.3424,-3.3114,0.0309,-0.1449,-0.2033,-0.0584,1,0, Bonn,0.0308
Ludwig van Beethoven,birth_city,Ludwig van Beethoven was born in the city of,subject_all,1 2 3 4 5,7-20,name_lens,0," Bonn, which is", Bonn,0,-3.3424,-4.0462,-0.7038,-0.1449,-0.88,-0.735,1,0, Bonn,0.4658
Ludwig van Beethoven,birth_city,Ludwig van Beethoven was born in the city of,subject_all,1 2 3 4 5,8-20,name_lens,0," Bonn, which is", Bonn,0,-3.3424,-4.0281,-0.6857,-0.1449,-0.8159,-0.671,1,0, Bonn,0.4221
Ludwig van Beethoven,birth_city,Ludwig van Beethoven was born in the city of,subject_all,1 2 3 4 5,9-20,name_lens,0," Bonn, which is", Bonn,0,-3.3424,-4.1075,-0.7651,-0.1449,-0.9194,-0.7745,1,0, Bonn,0.4982
Ludwig van Beethoven,birth_year,Ludwig van Beethoven was born in the year,subject_all,1 2 3 4 5,6-8,name_lens,0, 1770.,177,1,-1.8645,-1.8016,0.063,-0.2544,-0.2404,0.014,1,0,177,0.0049
Ludwig van Beethoven,birth_year,Ludwig van Beethoven was born in the year,subject_all,1 2 3 4 5,6-9,name_lens,0, 1770.,177,1,-1.8645,-1.9211,-0.0566,-0.2544,-0.3094,-0.055,1,0,177,0.0156
Ludwig van Beethoven,birth_year,Ludwig van Beethoven was born in the year,subject_all,1 2 3 4 5,7-20,name_lens,0, 1770.,177,1,-1.8645,-3.765,-1.9004,-0.2544,-1.3075,-1.0531,1,0,177,0.0599
Ludwig van Beethoven,birth_year,Ludwig van Beethoven was born in the year,subject_all,1 2 3 4 5,8-20,name_lens,0, 1770.,177,1,-1.8645,-3.8262,-1.9616,-0.2544,-1.3031,-1.0486,1,0,177,0.0566
Ludwig van Beethoven,birth_year,Ludwig van Beethoven was born in the year,subject_all,1 2 3 4 5,9-20,name_lens,0, 1770.,177,1,-1.8645,-3.8241,-1.9596,-0.2544,-1.3259,-1.0715,1,0,177,0.0625
Ludwig van Beethoven,birth_country,Ludwig van Beethoven was born in the country of,subject_all,1 2 3 4 5,6-8,name_lens,0, Germany. The country, Germany,0,-6.5364,-6.1185,0.418,-0.9228,-0.7096,0.2132,1,0, Germany,0.0617
Ludwig van Beethoven,birth_country,Ludwig van Beethoven was born in the country of,subject_all,1 2 3 4 5,6-9,name_lens,0, Germany. The country, Germany,0,-6.5364,-6.0317,0.5047,-0.9228,-0.6977,0.2251,1,0, Germany,0.0739
Ludwig van Beethoven,birth_country,Ludwig van Beethoven was born in the country of,subject_all,1 2 3 4 5,7-20,name_lens,0, Germany. The country, Germany,0,-6.5364,-5.8043,0.7321,-0.9228,-0.8028,0.12,1,0, Germany,0.1711
Ludwig van Beethoven,birth_country,Ludwig van Beethoven was born in the country of,subject_all,1 2 3 4 5,8-20,name_lens,0, Germany. The country, Germany,0,-6.5364,-5.886,0.6504,-0.9228,-0.8497,0.0731,1,0, Germany,0.1352
Ludwig van Beethoven,birth_country,Ludwig van Beethoven was born in the country of,subject_all,1 2 3 4 5,9-20,name_lens,0, Germany. The country, Germany,0,-6.5364,-5.9303,0.6061,-0.9228,-0.9433,-0.0205,1,0, Germany,0.1598
Ludwig van Beethoven,death_year,Ludwig van Beethoven died in the year,subject_all,1 2 3 4 5,6-8,name_lens,0, 1827.,182,1,-2.6909,-3.0729,-0.382,-0.7357,-0.9557,-0.22,1,0,182,0.0051
Ludwig van Beethoven,death_year,Ludwig van Beethoven died in the year,subject_all,1 2 3 4 5,6-9,name_lens,0, 1827.,182,1,-2.6909,-3.2083,-0.5174,-0.7357,-1.1104,-0.3748,1,0,182,0.0054
Ludwig van Beethoven,death_year,Ludwig van Beethoven died in the year,subject_all,1 2 3 4 5,7-20,name_lens,0, 1827.,182,1,-2.6909,-4.539,-1.8481,-0.7357,-1.723,-0.9873,1,0,182,0.1814
Ludwig van Beethoven,death_year,Ludwig van Beethoven died in the year,subject_all,1 2 3 4 5,8-20,name_lens,0, 1827.,182,1,-2.6909,-4.5822,-1.8913,-0.7357,-1.7396,-1.004,1,0,182,0.1842
Ludwig van Beethoven,death_year,Ludwig van Beethoven died in the year,subject_all,1 2 3 4 5,9-20,name_lens,0, 1827.,182,1,-2.6909,-4.6384,-1.9475,-0.7357,-1.791,-1.0553,1,0,182,0.2311
Ludwig van Beethoven,occupation,Ludwig van Beethoven worked as a,subject_all,1 2 3 4 5,6-8,name_lens,0, music teacher in Vienna, music,0,-5.3801,-5.802,-0.4219,-2.5443,-2.5334,0.0109,1,0, music,0.0416
Ludwig van Beethoven,occupation,Ludwig van Beethoven worked as a,subject_all,1 2 3 4 5,6-9,name_lens,0, music teacher in Vienna, music,0,-5.3801,-6.0552,-0.6751,-2.5443,-2.5633,-0.019,1,0, music,0.0524
Ludwig van Beethoven,occupation,Ludwig van Beethoven worked as a,subject_all,1 2 3 4 5,7-20,name_lens,0, music teacher in Vienna, music,0,-5.3801,-5.9845,-0.6044,-2.5443,-2.3284,0.2159,1,0, music,0.1336
Ludwig van Beethoven,occupation,Ludwig van Beethoven worked as a,subject_all,1 2 3 4 5,8-20,name_lens,0, music teacher in Vienna, music,0,-5.3801,-6.2447,-0.8646,-2.5443,-2.3949,0.1494,1,0, music,0.1372
Ludwig van Beethoven,occupation,Ludwig van Beethoven worked as a,subject_all,1 2 3 4 5,9-20,name_lens,0, music teacher in Vienna, music,0,-5.3801,-6.1466,-0.7665,-2.5443,-2.3345,0.2098,1,0, music,0.1661
Ludwig van Beethoven,profession_of,The profession of Ludwig van Beethoven was,subject_all,4 5 6,6-8,name_lens,0, a composer. The, composer,1,-7.7104,-7.7551,-0.0448,-2.4021,-2.3999,0.0022,1,0, composer,0.0089
Ludwig van Beethoven,profession_of,The profession of Ludwig van Beethoven was,subject_all,4 5 6,6-9,name_lens,0, a composer. The, composer,1,-7.7104,-7.9202,-0.2099,-2.4021,-2.543,-0.141,1,0, composer,0.0108
Ludwig van Beethoven,profession_of,The profession of Ludwig van Beethoven was,subject_all,4 5 6,7-20,name_lens,0, a composer. The, composer,1,-7.7104,-8.5442,-0.8339,-2.4021,-2.9208,-0.5187,2,1, musician,0.043
Ludwig van Beethoven,profession_of,The profession of Ludwig van Beethoven was,subject_all,4 5 6,8-20,name_lens,0, a composer. The, composer,1,-7.7104,-8.1075,-0.3972,-2.4021,-2.7644,-0.3623,2,1, musician,0.0474
Ludwig van Beethoven,profession_of,The profession of Ludwig van Beethoven was,subject_all,4 5 6,9-20,name_lens,0, a composer. The, composer,1,-7.7104,-8.3858,-0.6754,-2.4021,-2.9205,-0.5185,3,1, musician,0.0457
Ludwig van Beethoven,instrument,Ludwig van Beethoven played the,subject_all,1 2 3 4 5,6-8,name_lens,0, piano. The piano, piano,0,-5.968,-5.9383,0.0297,-0.3678,-0.456,-0.0882,1,0, piano,0.0126
Ludwig van Beethoven,instrument,Ludwig van Beethoven played the,subject_all,1 2 3 4 5,6-9,name_lens,0, piano. The piano, piano,0,-5.968,-5.9834,-0.0154,-0.3678,-0.4762,-0.1084,1,0, piano,0.0167
Ludwig van Beethoven,instrument,Ludwig van Beethoven played the,subject_all,1 2 3 4 5,7-20,name_lens,0, piano. The piano, piano,0,-5.968,-6.0628,-0.0948,-0.3678,-0.471,-0.1032,1,0, piano,0.0218
Ludwig van Beethoven,instrument,Ludwig van Beethoven played the,subject_all,1 2 3 4 5,8-20,name_lens,0, piano. The piano, piano,0,-5.968,-5.9902,-0.0222,-0.3678,-0.427,-0.0593,1,0, piano,0.0168
Ludwig van Beethoven,instrument,Ludwig van Beethoven played the,subject_all,1 2 3 4 5,9-20,name_lens,0, piano. The piano, piano,0,-5.968,-5.8524,0.1156,-0.3678,-0.4195,-0.0518,1,0, piano,0.017
Ludwig van Beethoven,famous_for,Ludwig van Beethoven is famous for,subject_all,1 2 3 4 5,6-8,name_lens,0, his symphonies, sym,1,-1.8599,-1.903,-0.0431,-0.8246,-0.7812,0.0434,1,0, sym,0.0055
Ludwig van Beethoven,famous_for,Ludwig van Beethoven is famous for,subject_all,1 2 3 4 5,6-9,name_lens,0, his symphonies, sym,1,-1.8599,-1.884,-0.0241,-0.8246,-0.7624,0.0621,1,0, sym,0.0078
Ludwig van Beethoven,famous_for,Ludwig van Beethoven is famous for,subject_all,1 2 3 4 5,7-20,name_lens,0, his symphonies, sym,1,-1.8599,-2.2842,-0.4243,-0.8246,-1.1023,-0.2777,1,0, sym,0.042
Ludwig van Beethoven,famous_for,Ludwig van Beethoven is famous for,subject_all,1 2 3 4 5,8-20,name_lens,0, his symphonies, sym,1,-1.8599,-2.2167,-0.3568,-0.8246,-1.0676,-0.243,1,0, sym,0.0375
Ludwig van Beethoven,famous_for,Ludwig van Beethoven is famous for,subject_all,1 2 3 4 5,9-20,name_lens,0, his symphonies, sym,1,-1.8599,-2.228,-0.3681,-0.8246,-1.078,-0.2535,1,0, sym,0.0467
Ludwig van Beethoven,language,Ludwig van Beethoven spoke the language of,subject_all,1 2 3 4 5,6-8,name_lens,0, the 19th,19,2,-5.8415,-5.7544,0.0871,-1.5511,-1.3792,0.1719,1,0,19,0.0215
Ludwig van Beethoven,language,Ludwig van Beethoven spoke the language of,subject_all,1 2 3 4 5,6-9,name_lens,0, the 19th,19,2,-5.8415,-5.7758,0.0657,-1.5511,-1.3771,0.1739,1,0,19,0.0287
Ludwig van Beethoven,language,Ludwig van Beethoven spoke the language of,subject_all,1 2 3 4 5,7-20,name_lens,0, the 19th,19,2,-5.8415,-5.8618,-0.0203,-1.5511,-1.4672,0.0838,1,0,19,0.0565
Ludwig van Beethoven,language,Ludwig van Beethoven spoke the language of,subject_all,1 2 3 4 5,8-20,name_lens,0, the 19th,19,2,-5.8415,-5.8926,-0.051,-1.5511,-1.5041,0.047,1,0,19,0.0646
Ludwig van Beethoven,language,Ludwig van Beethoven spoke the language of,subject_all,1 2 3 4 5,9-20,name_lens,0, the 19th,19,2,-5.8415,-5.8716,-0.0301,-1.5511,-1.5304,0.0207,1,0,19,0.0782
Ludwig van Beethoven,spouse,Ludwig van Beethoven was married to,subject_all,1 2 3 4 5,6-8,name_lens,0, a woman named Anna, woman,1,-3.1412,-3.8464,-0.7052,-0.5907,-0.5542,0.0366,1,0, woman,0.0742
Ludwig van Beethoven,spouse,Ludwig van Beethoven was married to,subject_all,1 2 3 4 5,6-9,name_lens,0, a woman named Anna, woman,1,-3.1412,-4.0347,-0.8934,-0.5907,-0.5438,0.0469,1,0, woman,0.1074
Ludwig van Beethoven,spouse,Ludwig van Beethoven was married to,subject_all,1 2 3 4 5,7-20,name_lens,0, a woman named Anna, woman,1,-3.1412,-4.5874,-1.4462,-0.5907,-0.5082,0.0826,1,0, woman,0.3101
Ludwig van Beethoven,spouse,Ludwig van Beethoven was married to,subject_all,1 2 3 4 5,8-20,name_lens,0, a woman named Anna, woman,1,-3.1412,-4.4568,-1.3155,-0.5907,-0.559,0.0317,1,0, woman,0.2856
Ludwig van Beethoven,spouse,Ludwig van Beethoven was married to,subject_all,1 2 3 4 5,9-20,name_lens,0, a woman named Anna, woman,1,-3.1412,-4.5605,-1.4193,-0.5907,-0.6271,-0.0363,1,0, woman,0.2969
Ludwig van Beethoven,education,Ludwig van Beethoven studied at the University of,subject_all,1 2 3 4 5,6-8,name_lens,0," Vienna, where he", Vienna,0,-4.5446,-4.7128,-0.1682,-1.8179,-2.0458,-0.2279,1,0, Vienna,0.0213
Ludwig van Beethoven,education,Ludwig van Beethoven studied at the University of,subject_all,1 2 3 4 5,6-9,name_lens,0," Vienna, where he", Vienna,0,-4.5446,-4.8197,-0.2751,-1.8179,-2.1622,-0.3443,1,0, Vienna,0.0373
Ludwig van Beethoven,education,Ludwig van Beethoven studied at the University of,subject_all,1 2 3 4 5,7-20,name_lens,0," Vienna, where he", Vienna,0,-4.5446,-5.0859,-0.5413,-1.8179,-2.1407,-0.3228,1,0, Vienna,0.0994
Ludwig van Beethoven,education,Ludwig van Beethoven studied at the University of,subject_all,1 2 3 4 5,8-20,name_lens,0," Vienna, where he", Vienna,0,-4.5446,-5.0558,-0.5112,-1.8179,-2.1044,-0.2865,1,0, Vienna,0.0915
Ludwig van Beethoven,education,Ludwig van Beethoven studied at the University of,subject_all,1 2 3 4 5,9-20,name_lens,0," Vienna, where he", Vienna,0,-4.5446,-4.978,-0.4335,-1.8179,-2.0794,-0.2615,1,0, Vienna,0.1029
Ludwig van Beethoven,citizenship,Ludwig van Beethoven was a citizen of,subject_all,1 2 3 4 5,6-8,name_lens,0, the Holy Roman Empire, Holy,1,-3.4953,-3.9573,-0.462,-1.9288,-2.0757,-0.1469,2,1, country,0.0375
Ludwig van Beethoven,citizenship,Ludwig van Beethoven was a citizen of,subject_all,1 2 3 4 5,6-9,name_lens,0, the Holy Roman Empire, Holy,1,-3.4953,-3.9287,-0.4334,-1.9288,-2.0755,-0.1466,2,1, country,0.0369
Ludwig van Beethoven,citizenship,Ludwig van Beethoven was a citizen of,subject_all,1 2 3 4 5,7-20,name_lens,0, the Holy Roman Empire, Holy,1,-3.4953,-3.7923,-0.297,-1.9288,-2.0825,-0.1536,1,1, country,0.1187
Ludwig van Beethoven,citizenship,Ludwig van Beethoven was a citizen of,subject_all,1 2 3 4 5,8-20,name_lens,0, the Holy Roman Empire, Holy,1,-3.4953,-3.4054,0.0899,-1.9288,-1.8214,0.1074,1,0, Holy,0.1016
Ludwig van Beethoven,citizenship,Ludwig van Beethoven was a citizen of,subject_all,1 2 3 4 5,9-20,name_lens,0, the Holy Roman Empire, Holy,1,-3.4953,-3.2642,0.2311,-1.9288,-1.8078,0.1211,1,0, Holy,0.1023
Ludwig van Beethoven,copy_first_name,The first name of Ludwig van Beethoven is,subject_all,5 6 7,6-8,name_lens,0, Ludwig. The second, Ludwig,0,-4.3986,-5.3919,-0.9933,-1.5516,-2.7216,-1.17,1,1,?,0.1497
Ludwig van Beethoven,copy_first_name,The first name of Ludwig van Beethoven is,subject_all,5 6 7,6-9,name_lens,0, Ludwig. The second, Ludwig,0,-4.3986,-5.5409,-1.1423,-1.5516,-2.8119,-1.2603,2,1,?,0.1707
Ludwig van Beethoven,copy_first_name,The first name of Ludwig van Beethoven is,subject_all,5 6 7,7-20,name_lens,0, Ludwig. The second, Ludwig,0,-4.3986,-9.6706,-5.272,-1.5516,-6.4215,-4.8699,77,1,?,0.9802
Ludwig van Beethoven,copy_first_name,The first name of Ludwig van Beethoven is,subject_all,5 6 7,8-20,name_lens,0, Ludwig. The second, Ludwig,0,-4.3986,-9.6778,-5.2792,-1.5516,-6.4753,-4.9237,79,1,?,0.9945
Ludwig van Beethoven,copy_first_name,The first name of Ludwig van Beethoven is,subject_all,5 6 7,9-20,name_lens,0, Ludwig. The second, Ludwig,0,-4.3986,-8.831,-4.4324,-1.5516,-5.7955,-4.2439,44,1,?,0.8053
Ludwig van Beethoven,copy_last_name,The last name of Ludwig van Beethoven is,subject_all,5 6 7,6-8,name_lens,0," ""Beethoven"".",Be,1,-4.207,-4.2428,-0.0358,-0.1327,-0.2156,-0.0829,1,0,Be,0.0238
Ludwig van Beethoven,copy_last_name,The last name of Ludwig van Beethoven is,subject_all,5 6 7,6-9,name_lens,0," ""Beethoven"".",Be,1,-4.207,-4.458,-0.251,-0.1327,-0.3147,-0.182,1,0,Be,0.056
Ludwig van Beethoven,copy_last_name,The last name of Ludwig van Beethoven is,subject_all,5 6 7,7-20,name_lens,0," ""Beethoven"".",Be,1,-4.207,-7.1023,-2.8953,-0.1327,-2.1802,-2.0475,2,1,B,0.2137
Ludwig van Beethoven,copy_last_name,The last name of Ludwig van Beethoven is,subject_all,5 6 7,8-20,name_lens,0," ""Beethoven"".",Be,1,-4.207,-7.3886,-3.1816,-0.1327,-2.3872,-2.2545,2,1,B,0.2073
Ludwig van Beethoven,copy_last_name,The last name of Ludwig van Beethoven is,subject_all,5 6 7,9-20,name_lens,0," ""Beethoven"".",Be,1,-4.207,-7.0538,-2.8468,-0.1327,-2.265,-2.1323,2,1,B,0.191
