candidate,sign,rank,z,raw,pid,position,kept_position,token,context,trace_z
L05/SV04,positive,29,3.2645640140421803,40.16343688964844,fineweb_discovery_0112,224,223, evaluation, 10.1097/00007632-200301010-00014]|\n|Elvey RL. Physical⟦ evaluation⟧ of the peripheral nervous system in disorders of pain and dysfunctionJ Hand Ther 1997;10:122–129.,010{-1.26} -{-1.53} 000{-2.02} 14{-1.36} ]{-0.18} |\n{-1.56} |{-1.47} El{-2.11} vey{+0.42}  RL{-0.95} .{-0.43}  Physical{+1.00} ⟦ evaluation{+3.26}⟧  of{+1.42}  the{+1.20}  peripheral{+2.36}  nervous{-0.09}  system{-0.05}  in{+0.32}  disorders{+0.34}  of{+0.37}  pain{-0.39}  and{+1.20}  dysfunction{+0.54} J{-2.33}
L05/SV04,positive,30,3.2634183531529612,40.15241241455078,fineweb_discovery_0168,70,69, examining,", including dissertation proposal specimens, as a student who want some supervision to start learning.\nStarting essay with a quote.\nBasically⟦ examining⟧ what they went through at the time and then examining the reforms that changed their lives as a result start dissertation with a quote", supervision{+1.61}  to{+0.63}  start{+0.34}  learning{+1.68} .\n{-1.58} Starting{+0.99}  essay{+0.92}  with{-0.09}  a{+0.46}  quote{+0.85} .\n{-1.51} Basically{+0.97} ⟦ examining{+3.26}⟧  what{+0.36}  they{-0.31}  went{-1.15}  through{+0.75}  at{-0.85}  the{+0.57}  time{-0.19}  and{+0.63}  then{+1.17}  examining{+2.84}  the{+0.79}  reforms{-0.33}
L05/SV04,negative,1,-4.2371212115715515,-32.023841857910156,fineweb_discovery_0230,5,4, �," fashion experience.\n-⟦ �⟧�Good Partner - PORPEE Sunglasses is a good choice for outdoor sports and activities such as driving, playing golf", fashion{+1.04}  experience{+1.49} .\n{-0.95} -{-0.49} ⟦ �{-4.24}⟧ �{-1.42} Good{-1.47}  Partner{-0.81}  -{-0.09}  POR{-2.07} PE{-2.21} E{+0.30}  Sung{-1.16} lasses{-0.61}  is{+0.18}  a{+0.25}  good{-0.17}
L05/SV04,negative,2,-4.177861604759854,-31.453598022460938,fineweb_discovery_0314,164,163,-S,".\n100% transparency guaranteed of how your Zakat and Sadaqah payments are disbursed.\nAnd perform As⟦-S⟧alat, and give Zakat, and whatever of good (deeds that Allah loves) you send forth for yourselves before","ada{-1.16} q{-2.09} ah{-0.51}  payments{+0.68}  are{+0.35}  dis{-1.91} b{-0.94} ursed{+1.41} .\n{-1.15} And{-0.40}  perform{+0.36}  As{-2.35} ⟦-S{-4.18}⟧ alat{-1.86} ,{+0.42}  and{+0.31}  give{+0.13}  Z{-2.53} akat{-0.84} ,{+0.31}  and{+0.34}  whatever{+1.51}  of{-0.03}  good{-0.12}  ({-2.17}"
L05/SV04,negative,3,-4.098142436936723,-30.68647575378418,fineweb_discovery_0182,203,202, ros,"anie from Phoenix, AZ: I wish I could be in the March…..I will be fasting today and do a family⟦ ros⟧ary tonight after school and work.\nHarry and Dottie D from PA: We’ll be fasting and praying today for all", the{+0.70}  March{-0.53} …..{-1.38} I{-0.94}  will{+0.15}  be{+1.13}  fasting{+0.55}  today{+0.19}  and{+0.30}  do{-1.18}  a{-0.03}  family{-0.16} ⟦ ros{-4.10}⟧ ary{-0.27}  tonight{+0.20}  after{+0.43}  school{+0.04}  and{+0.52}  work{-1.05} .\n{-1.45} Harry{-0.59}  and{+0.19}  D{-2.11} ottie{-0.02}  D{-2.39}
L05/SV04,negative,4,-4.057905756166726,-30.299285888671875,fineweb_discovery_0388,173,172,sm,smallbizlife #outlawmusic #countrymusicfan #southernstyle #empowerwomendaily #⟦sm⟧ilewithyoureyes #hustlingwomen #eyeameyecaneyewill #noboundariesjust, #{-1.05} sou{-2.06} thern{-0.35} style{-1.84}  #{-1.05} emp{-2.37} ower{-0.17} w{-2.90} om{-3.04} end{-2.16} aily{+0.17}  #{-1.00} ⟦sm{-4.06}⟧ ile{-0.84} with{-2.09} you{-2.30} re{-2.00} yes{-2.22}  #{-1.12} h{-2.38} ust{-2.42} ling{+0.00} women{-1.89}  #{-1.22} eye{-0.74}
L05/SV04,negative,5,-3.9811171413275237,-29.56036376953125,fineweb_discovery_0074,172,171,arod," claim to have met people who signed the petition dozens of times. They have launched their own version, naming it ""Tag⟦arod⟧,"" or ""emptiness,"" and handed out signature forms at Friday's rally.\n""But you can only sign it once!",".{-0.55}  They{-0.37}  have{-0.53}  launched{+0.44}  their{-0.81}  own{-0.10}  version{-0.69} ,{+0.43}  naming{+1.18}  it{-0.20}  ""{-1.93} Tag{-2.53} ⟦arod{-3.98}⟧ ,""{+0.23}  or{+0.72}  ""{-1.96} empt{-1.58} iness{+0.60} ,""{+0.29}  and{+0.50}  handed{-0.95}  out{-0.35}  signature{+1.24}  forms{-0.72}  at{-1.04}"
L05/SV04,negative,6,-3.9111333161055843,-28.88692283630371,fineweb_discovery_0242,10,9,oc,", Jake Levesque, & Simon Lar⟦oc⟧hette and recorded at The Sugar Shack Recording Studio with funding from the Ontario Arts Council, the Westminster College Foundation, and the",",{+0.24}  Jake{-0.73}  Le{-1.46} ves{-2.26} que{+0.26} ,{+0.29}  &{+0.02}  Simon{+0.77}  Lar{-2.35} ⟦oc{-3.91}⟧ hette{+0.90}  and{+0.38}  recorded{+1.17}  at{-0.58}  The{+0.36}  Sugar{-1.23}  Shack{-0.64}  Recording{+1.47}  Studio{-0.32}  with{+0.03}  funding{+1.56}  from{+0.55}"
L05/SV04,negative,7,-3.909199369168541,-28.86831283569336,fineweb_discovery_0011,17,16,Rod,"0 9/27/97, Clayton Bartholomew wrote:\n>⟦Rod⟧ Decker Wrote:\n>EIS TON AIWNA (or the plural, EIS TOUS AIWNAS)","27{-1.26} /{-2.42} 97{-1.08} ,{+0.31}  Clayton{-0.27}  Bar{-1.38} thol{-1.26} ome{-2.20} w{+0.10}  wrote{+0.25} :\n{-1.59} >{+0.25} ⟦Rod{-3.91}⟧  De{-1.73} cker{+0.10}  W{-1.84} rote{-0.53} :\n{-1.80} >E{-1.42} IS{-1.45}  TON{-1.76}  AI{-1.29} W{-1.67} NA{-0.99}  ({-2.06}"
L05/SV04,negative,8,-3.8800369478347996,-28.587688446044922,fineweb_discovery_0228,129,128,.S,"anges, Skating Areas, Ski Lodges\nFor regular cleaning damp mop with hot water and a neutral pH cleaner⟦.S⟧hipping\nShips form Oregon. Contact customer service for shipping east of the Rocky Mountains.\nPlease review our shipping disclaimer.\n3", cleaning{+0.91}  damp{-1.42}  mop{-1.03}  with{-0.23}  hot{-1.53}  water{-0.95}  and{+0.48}  a{+0.16}  neutral{+0.78}  p{-2.01} H{-0.94}  cleaner{+0.59} ⟦.S{-3.88}⟧ hipping{+0.12} \n{-2.31} Ships{-1.60}  form{-0.88}  Oregon{-0.38} .{-0.78}  Contact{+0.10}  customer{+0.36}  service{+0.06}  for{-0.19}  shipping{+0.71}  east{-0.70}
L05/SV04,negative,9,-3.8392779804829518,-28.195472717285156,fineweb_discovery_0100,143,142,sg, an element inside the team’s uncomfortable option issues recently despite the fact that dealing with nagging accidents.http://www.cardinal⟦sg⟧oodsshop.com/kolten-wong-jersey.aspx This excellent change in position additionally places Jamon Darkish, fact{+0.02}  that{+0.51}  dealing{+1.03}  with{+0.40}  nag{-1.81} ging{+0.52}  accidents{-0.69} .http{-2.04} ://{-1.65} www{-1.74} .card{-2.74} inal{-0.06} ⟦sg{-3.84}⟧ ood{-1.40} ss{-3.54} hop{-1.72} .com{-1.73} /{-1.28} kol{-2.61} ten{-1.03} -w{-2.93} ong{-1.64} -{-1.85} jer{-2.46} sey{+0.23}
L05/SV04,negative,10,-3.7978482663405995,-27.796802520751953,fineweb_discovery_0112,70,69,Sp,omechanical considerations in the straight-leg-raising test. Cadaveric and clinical studies of the effects of medial hip rotation⟦Sp⟧ine 1979;4:242–250. [pmid: 157532] [doi: 10,aver{-0.45} ic{+0.52}  and{+0.91}  clinical{+0.60}  studies{+0.21}  of{+0.47}  the{+0.81}  effects{-0.52}  of{+0.20}  medial{+0.51}  hip{-1.15}  rotation{+0.20} ⟦Sp{-3.80}⟧ ine{-0.58}  {-1.52} 197{-0.67} 9{-0.99} ;{+0.05} 4{-2.01} :{-1.12} 242{-1.87} –{-1.79} 250{-0.79} .{-0.49}  [{-1.69}
L05/SV04,negative,11,-3.781455008640988,-27.639053344726562,fineweb_discovery_0341,20,19,(R,"athan Banks, a psychiatrist confident in his practice, until he encounters a seemingly harmless client named Emily⟦(R⟧ooney Mara). Emily comes to his attention in a depressed state via recent suicide attempt that lands her in the emergency room"," his{-0.84}  practice{+0.88} ,{+0.50}  until{+0.69}  he{-0.79}  encounters{+1.84}  a{+0.69}  seemingly{+2.99}  harmless{+0.02}  client{-0.18}  named{-0.18}  Emily{-0.00} ⟦(R{-3.78}⟧ o{-3.62} oney{-0.89}  Mara{+0.21} ).{-0.88}  Emily{-0.31}  comes{-0.89}  to{+0.51}  his{-0.73}  attention{+1.88}  in{+0.49}  a{+0.42}  depressed{+1.18}"
L05/SV04,negative,12,-3.766771917403692,-27.497760772705078,fineweb_discovery_0307,139,138, Dr," equivalent of\nsuch requirements and qualify such persons for the duties of a\nsuperintendent of schools.”\nThe board strongly believes⟦ Dr⟧. Vanden Wyngaard\nmeets those standards, Egan said.\nA decision from State Ed regarding Dr."," of{-0.56}  a{-0.12} \n{-1.48} super{-1.30} intendent{+0.85}  of{+0.68}  schools{+0.10} .”\n{-1.57} The{+0.42}  board{+0.09}  strongly{-0.13}  believes{+1.88} ⟦ Dr{-3.77}⟧ .{-1.05}  V{-1.96} anden{-1.56}  Wy{-1.59} nga{-0.85} ard{-0.83} \n{-1.77} me{-1.58} ets{-0.09}  those{+0.30}  standards{-0.19} ,{+0.43}"
L05/SV04,negative,13,-3.7481166731871656,-27.31824493408203,fineweb_discovery_0333,23,22, Rad," should be very worried about their club’s 11/2-rated title chances, especially after the catastrophe that was⟦ Rad⟧amel Falcao’s season-long loan.\nLike the Colombian, Llorente is a back-to-goal striker rather","/{-1.79} 2{-1.91} -rated{-0.30}  title{+0.33}  chances{+0.24} ,{+0.36}  especially{+2.18}  after{+0.63}  the{+0.31}  catastrophe{+1.14}  that{+0.28}  was{+0.49} ⟦ Rad{-3.75}⟧ amel{-0.76}  F{-1.75} alc{-0.74} ao{-0.80} ’s{-0.18}  season{+0.04} -long{+0.13}  loan{-0.72} .\n{-1.29} Like{+0.31}  the{+0.66}  Colombian{+0.13}"
L05/SV04,negative,14,-3.7416704476786564,-27.256214141845703,fineweb_discovery_0171,93,92,(R," consisting of a 2 string, 4-stage pre-heater PRZ 7950 with PYROCLON-R⟦(R⟧) calciner and PYROTOP(R) Compact mixing chamber and tertiary air\nduct; PYRORAPID(R)",ater{+0.43}  PR{-1.66} Z{-2.37}  {-1.89} 795{-0.25} 0{-1.58}  with{+0.10}  PY{-1.41} RO{-2.08} CL{-2.06} ON{-1.73} -R{-2.94} ⟦(R{-3.74}⟧ ){-0.71}  calc{-0.17} iner{+0.64}  and{+0.26}  PY{-1.62} RO{-2.18} TOP{-2.59} (R{-3.02} ){-0.05}  Compact{+0.48}  mixing{+1.34}  chamber{+0.93}
L05/SV04,negative,15,-3.680397411228086,-26.666595458984375,fineweb_discovery_0317,202,201,(R,"fabrication. The longest running and most renowned multi-user program\nfor MEMS manufacturing in the world, MUMPs⟦(R⟧) uses standard yet\ndiversified process technologies that serve universities, laboratories,\ncompanies and researchers. Its versatile possibilities adapt","\n{-1.68} for{+0.23}  MEM{-1.11} S{-0.93}  manufacturing{+2.43}  in{+0.53}  the{+1.09}  world{-0.03} ,{+0.77}  M{-2.22} UM{-1.80} Ps{-0.81} ⟦(R{-3.68}⟧ ){-1.28}  uses{-0.53}  standard{+0.41}  yet{+1.23} \n{-1.01} div{-2.34} ers{-1.24} ified{+1.32}  process{+0.82}  technologies{+0.75}  that{-0.12}  serve{+0.24}"
L05/SV04,negative,16,-3.6756213135141373,-26.620635986328125,fineweb_discovery_0229,163,162,.st,ogy or planetary science. Details of the department's areas of research emphasis and current facilities may be found at http://www⟦.st⟧onybrook.edu/geosciences.\nThe successful candidate must have a Ph.D. in the geosciences or closely related, research{+0.66}  emphasis{+2.39}  and{+1.07}  current{+1.60}  facilities{+1.55}  may{+0.76}  be{+1.36}  found{+1.25}  at{-0.22}  http{-1.50} ://{-0.40} www{-1.79} ⟦.st{-3.68}⟧ ony{-1.04} brook{-1.12} .edu{-1.03} /ge{-2.08} osc{-1.63} iences{-0.30} .\n{-0.73} The{+1.19}  successful{+1.52}  candidate{+1.55}  must{+0.80}  have{+0.53}
L05/SV04,negative,17,-3.6748776249922774,-26.613479614257812,fineweb_discovery_0363,191,190,.M,"/3 kW nightFormat: TalkKALY(AM) Los Ranchos De Albuquerque (Albuquerque), N⟦.M⟧.Price: $650,000Buyer: ABC Radio Inc. (John Hare, president, ABC Radio); owns 68","AM{-2.51} ){-0.02}  Los{-2.30}  Ranch{-1.53} os{-1.93}  De{-1.53}  Albuquerque{+1.22}  ({-1.87} Al{-3.53} buquerque{+0.96} ),{+0.81}  N{-2.00} ⟦.M{-3.67}⟧ .Price{-1.71} :{+0.13}  ${-1.98} 650{-1.12} ,{+0.24} 000{-0.70} Buyer{+0.19} :{-0.04}  ABC{-1.03}  Radio{-0.84}  Inc{-1.28} .{-0.23}"
L05/SV04,negative,18,-3.6517772958100716,-26.391189575195312,fineweb_discovery_0188,200,199,.G,"Sunday : -\nSerbia Molecules Pvt. Ltd, # 3741/6, Gaushala Road, Opp⟦.G⟧aushala Janakpuri India\nAesthetix Cosmeceuticals, The Spire, "," {-1.93} 374{-0.16} 1{-0.81} /{-2.34} 6{-1.56} ,{+0.20}  Ga{-1.89} ush{-1.59} ala{+0.01}  Road{-2.14} ,{+0.55}  Opp{-1.80} ⟦.G{-3.65}⟧ a{-2.16} ush{-1.47} ala{-0.15}  Jan{-1.60} ak{-1.76} p{-2.42} uri{-0.35}  India{+0.16} \n{-1.23} A{-0.38} est{-0.96} het{-0.27}"
L05/SV04,negative,19,-3.6292767537992803,-26.174671173095703,fineweb_discovery_0174,7,6, Dr,"icks, and Squibb.⟦ Dr⟧. Subramanian received his Ph.D. in Pharmacy from Rutgers University in 1981 and has both a Bachelors","icks{-1.59} ,{+0.51}  and{+0.48}  Squ{-1.50} ibb{-0.05} .{-0.54} ⟦ Dr{-3.63}⟧ .{-0.84}  Sub{-2.18} ram{-3.03} anian{+0.16}  received{+0.43}  his{-1.23}  Ph{-2.68} .D{-2.89} .{-0.45}  in{+0.38}  Pharmacy{+1.61}  from{-0.43}"
L05/SV04,negative,20,-3.6216456215787036,-26.101238250732422,fineweb_discovery_0369,132,131, Rod," highest paid to the average at UPMC with what he paid his employees when he owned and operated a company.\nHillary⟦ Rod⟧ham Clinton made no mention of her potential Republican rivals when kicking off her second campaign for president.\nOn Friday morning, Uncle", his{-1.06}  employees{+0.20}  when{+0.53}  he{-0.58}  owned{-0.28}  and{+0.55}  operated{+0.23}  a{+0.39}  company{+0.29} .\n{-1.21} H{-1.59} illary{+1.41} ⟦ Rod{-3.62}⟧ ham{-1.26}  Clinton{+0.22}  made{-0.24}  no{-0.02}  mention{+1.73}  of{+0.65}  her{-0.95}  potential{+1.67}  Republican{+0.64}  rivals{-0.10}  when{+0.42}  kicking{+0.42}
L05/SV04,negative,21,-3.5960777608376935,-25.85520362854004,fineweb_discovery_0198,133,132,.C,", prompted by a request last year from an area dog owner, is supported by the city bylaw department and the B⟦.C⟧. SPCA. It will be the subject of a public hearing on March 18, before final approval.\n“We’re",",{+0.72}  is{-0.15}  supported{+0.36}  by{+0.79}  the{+0.56}  city{-0.88}  by{+0.35} law{-0.39}  department{+0.13}  and{+0.55}  the{+0.65}  B{-1.75} ⟦.C{-3.60}⟧ .{-0.58}  SP{-2.45} CA{-1.00} .{-0.53}  It{-0.55}  will{-0.18}  be{+0.73}  the{+0.50}  subject{-0.01}  of{+0.33}  a{+0.28}  public{+1.15}"
L05/SV04,negative,22,-3.5959005600011946,-25.853498458862305,fineweb_discovery_0336,66,65,.r, growing and connecting with the MTB community is the driving forces to keep us entertained with their fun content.\nPersonal website: www⟦.r⟧idemtb.com\nYouTube Channel: https://www.youtube.com/c/KyleAprilRideMtb\nWhat is, keep{+1.08}  us{-1.35}  entertained{+1.86}  with{-0.01}  their{-0.63}  fun{-0.46}  content{+0.07} .\n{-2.07} Personal{+0.17}  website{-0.10} :{-0.34}  www{-2.12} ⟦.r{-3.60}⟧ id{-2.89} emt{-3.40} b{-2.22} .com{-2.39} \n{-2.00} You{-1.54} Tube{-0.33}  Channel{+0.29} :{-0.30}  https{-1.98} ://{-1.37} www{-1.92}
L05/SV04,negative,23,-3.5888269959607864,-25.785430908203125,fineweb_discovery_0153,92,91,.S," marine structures, power plants, equipment erection and electrical works. His classmate Vishnu (AVVV Prasad), A⟦.S⟧. Mahalle and Y.V. Ramana, all directors of projects, became key role players along with K. S"," His{-0.59}  class{-1.01} mate{-0.29}  Vish{-0.74} nu{-0.54}  ({-1.73} AV{-2.67} VV{-1.89}  Pr{-2.70} asad{-0.95} ),{+0.75}  A{-0.88} ⟦.S{-3.59}⟧ .{-0.66}  Mah{-1.32} alle{-0.99}  and{+0.76}  Y{-1.78} .V{-3.51} .{-0.82}  Ram{-2.34} ana{-0.39} ,{+0.47}  all{+0.49}  directors{-0.39}"
L05/SV04,negative,24,-3.5850106370055914,-25.748706817626953,fineweb_discovery_0047,250,249,dom," to monitor electronic communications between terrorists, which the Left falsely painted as both “illegal,” (it’s not), and “⟦dom⟧estic spying” (it’s"," as{-0.22}  both{+0.45}  “{-2.11} illegal{+0.66} ,”{+0.34}  ({-1.97} it{-1.14} ’s{-0.31}  not{-0.34} ),{+0.25}  and{+0.66}  “{-2.37} ⟦dom{-3.59}⟧ estic{-0.33}  spying{+0.94} ”{+0.10}  ({-1.78} it{-1.47} ’s{-0.49}"
L05/SV04,negative,25,-3.5733700880952006,-25.63669204711914,fineweb_discovery_0081,251,250,Kom, server.\nFind out detailed information about Komplete Lite and its features at http://cms.interaktonline.com/products/⟦Kom⟧pleteLite/ You may, features{+0.11}  at{-0.37}  http{-1.64} ://{-0.50} cms{-1.46} .inter{-2.23} ak{-2.50} ton{-1.82} line{+0.09} .com{-1.78} /products{-1.64} /{-1.44} ⟦Kom{-3.57}⟧ plete{+0.71} Lite{-1.00} /{-1.59}  You{+0.08}  may{+1.04}
L05/SV04,negative,26,-3.573238475840799,-25.635425567626953,fineweb_discovery_0142,136,135,.S," the aircraft is one of the most common traffic tools that people use to travel or transport. In the United States (U⟦.S⟧.), there are 100 certified airlines that operate over 11 million departures per year, 545,000 employees and over"," use{-0.36}  to{+0.51}  travel{+1.20}  or{+0.92}  transport{+0.13} .{-0.30}  In{-0.28}  the{+0.61}  United{-0.75}  States{-0.90}  ({-2.00} U{-1.94} ⟦.S{-3.57}⟧ .),{+0.37}  there{+0.22}  are{+0.19}  {-1.69} 100{-0.91}  certified{+1.30}  airlines{-0.02}  that{+0.03}  operate{+0.69}  over{-0.12}  {-1.52} 11{-0.26}"
L05/SV04,negative,27,-3.568606279477296,-25.590850830078125,fineweb_discovery_0359,26,25,N," from anywhere, use your voice and set schedules.\nNexillumi LED Lights for TV 60-75 Inch#ad⟦N⟧exillumi #ad - Music feature needs storage permission and Bluetooth needs location permission. Dual control: ir remoteincluded +",ill{+0.25} umi{-0.71}  LED{-0.59}  Lights{-0.75}  for{-0.29}  TV{-1.15}  {-1.57} 60{-0.81} -{-1.56} 75{-1.27}  Inch{+0.32} #ad{-3.11} ⟦N{-3.57}⟧ ex{-1.67} ill{-0.38} umi{-0.50}  #{-1.46} ad{-3.08}  -{-0.41}  Music{-0.13}  feature{+0.79}  needs{-0.44}  storage{+0.57}  permission{+1.11}  and{+0.42}
L05/SV04,negative,28,-3.5424984913552766,-25.33962059020996,fineweb_discovery_0339,101,100,.S," lamps and fixtures;\n2. Turbines – patented MagLev Barrel Generator and conventional VA Wind Turbines;\n3⟦.S⟧ustainable Materials – printed PV foils (CEA LITEN tech.)\nIn addition, we develop architectural plans for LEED",Lev{-0.79}  Barrel{+0.48}  Generator{+0.81}  and{+0.58}  conventional{+2.11}  VA{-0.48}  Wind{-1.20}  Tur{-2.41} b{-1.65} ines{-0.40} ;\n{-0.76} 3{-1.90} ⟦.S{-3.54}⟧ ustainable{+1.50}  Materials{-0.30}  –{+0.52}  printed{+1.10}  PV{-1.01}  fo{-1.58} ils{+0.11}  ({-2.14} CEA{-0.03}  L{-2.02} IT{-1.25} EN{-1.01}
L05/SV04,negative,29,-3.536380701849092,-25.280750274658203,fineweb_discovery_0389,101,100,Pr, funny name? Why another women's magazine? Is it like Cosmo? And your other questions answered.\nPocketbook Persecution⟦Pr⟧udie counsels a woman whose mother won't stop badgering her son-in-law about his religious beliefs—and other advice,mo{-1.48} ?{-1.14}  And{-0.08}  your{-0.48}  other{+0.37}  questions{+0.02}  answered{+0.38} .\n{-1.01} Pocket{+0.62} book{-0.40}  Per{-0.84} secution{+1.85} ⟦Pr{-3.54}⟧ ud{-1.81} ie{-0.50}  coun{-1.37} sels{+1.31}  a{+0.26}  woman{-0.46}  whose{+0.14}  mother{-1.18}  won't{+0.15}  stop{-0.13}  bad{-1.52} ger{-0.59}
L05/SV04,negative,30,-3.5308700333297027,-25.22772216796875,fineweb_discovery_0193,197,196,.S,ained by The Associated Press says the blast “impacted the wall of a\nU.S. employee residence.” The U⟦.S⟧. Embassy on Monday warned that a\nTwitter message purporting to be run by al-Shabab warned that more\n, wall{-1.13}  of{+0.21}  a{+0.10} \n{-1.68} U{-2.18} .S{-3.29} .{-0.26}  employee{+0.68}  residence{+1.30} .”{-0.61}  The{+0.05}  U{-1.74} ⟦.S{-3.53}⟧ .{-0.39}  Embassy{+0.64}  on{-0.91}  Monday{+0.24}  warned{+0.34}  that{-0.39}  a{-0.06} \n{-1.55} Twitter{-0.27}  message{+0.53}  pur{-1.12} port{+1.20}
L06/SV04,positive,1,4.8242095105773215,52.851097106933594,fineweb_discovery_0230,5,4, �," fashion experience.\n-⟦ �⟧�Good Partner - PORPEE Sunglasses is a good choice for outdoor sports and activities such as driving, playing golf", fashion{-0.98}  experience{-1.63} .\n{+0.94} -{+0.48} ⟦ �{+4.82}⟧ �{+1.67} Good{+1.62}  Partner{+0.86}  -{+0.41}  POR{+2.23} PE{+2.44} E{-0.40}  Sung{+1.24} lasses{+0.37}  is{-0.09}  a{-0.55}  good{+0.25}
L06/SV04,positive,2,4.387691356936532,47.49744415283203,fineweb_discovery_0314,164,163,-S,".\n100% transparency guaranteed of how your Zakat and Sadaqah payments are disbursed.\nAnd perform As⟦-S⟧alat, and give Zakat, and whatever of good (deeds that Allah loves) you send forth for yourselves before","ada{+0.81} q{+1.96} ah{+0.22}  payments{-0.72}  are{-0.66}  dis{+1.89} b{+0.89} ursed{-1.55} .\n{+1.51} And{+0.37}  perform{-0.29}  As{+2.39} ⟦-S{+4.39}⟧ alat{+1.60} ,{-0.25}  and{-0.25}  give{+0.11}  Z{+2.81} akat{+0.75} ,{-0.12}  and{-0.22}  whatever{-1.39}  of{+0.31}  good{+0.41}  ({+2.63}"
L06/SV04,positive,3,3.971406476689524,42.39194107055664,fineweb_discovery_0171,93,92,(R," consisting of a 2 string, 4-stage pre-heater PRZ 7950 with PYROCLON-R⟦(R⟧) calciner and PYROTOP(R) Compact mixing chamber and tertiary air\nduct; PYRORAPID(R)",ater{-0.78}  PR{+1.86} Z{+2.43}  {+2.02} 795{+0.14} 0{+1.63}  with{-0.08}  PY{+1.53} RO{+1.99} CL{+1.67} ON{+1.55} -R{+2.71} ⟦(R{+3.97}⟧ ){+0.81}  calc{+0.37} iner{-0.73}  and{-0.29}  PY{+1.81} RO{+2.12} TOP{+2.55} (R{+2.89} ){+0.08}  Compact{-0.47}  mixing{-1.22}  chamber{-1.09}
L06/SV04,positive,4,3.8355902674531595,40.72623062133789,fineweb_discovery_0242,10,9,oc,", Jake Levesque, & Simon Lar⟦oc⟧hette and recorded at The Sugar Shack Recording Studio with funding from the Ontario Arts Council, the Westminster College Foundation, and the",",{-0.41}  Jake{+0.64}  Le{+1.64} ves{+2.08} que{-0.71} ,{-0.27}  &{-0.05}  Simon{-0.21}  Lar{+1.97} ⟦oc{+3.84}⟧ hette{-1.12}  and{-0.45}  recorded{-1.40}  at{+0.33}  The{+0.04}  Sugar{+1.30}  Shack{+0.58}  Recording{-1.63}  Studio{-0.20}  with{+0.00}  funding{-1.60}  from{-0.61}"
L06/SV04,positive,5,3.7857630596029574,40.11512756347656,fineweb_discovery_0062,13,12,-S," addition to the technical contribution, a dinner was organized at Sing⟦-S⟧ing. For those of us that participated in the dinner it was a remarkable experience. Some extremely talented girls from Adolf Fred"," addition{-2.03}  to{-1.22}  the{-1.23}  technical{-0.70}  contribution{-2.42} ,{-1.39}  a{-0.94}  dinner{-0.68}  was{-0.56}  organized{-1.43}  at{+0.83}  Sing{+1.86} ⟦-S{+3.79}⟧ ing{+1.41} .{+0.28}  For{+0.28}  those{-0.23}  of{+0.14}  us{+0.63}  that{+0.16}  participated{-1.34}  in{-0.22}  the{-0.86}  dinner{-0.79}  it{-0.02}"
L06/SV04,positive,6,3.7671278947501254,39.88657760620117,fineweb_discovery_0339,101,100,.S," lamps and fixtures;\n2. Turbines – patented MagLev Barrel Generator and conventional VA Wind Turbines;\n3⟦.S⟧ustainable Materials – printed PV foils (CEA LITEN tech.)\nIn addition, we develop architectural plans for LEED",Lev{+0.69}  Barrel{-0.57}  Generator{-1.02}  and{-0.59}  conventional{-1.78}  VA{+0.53}  Wind{+1.36}  Tur{+2.18} b{+1.49} ines{+0.01} ;\n{+1.14} 3{+1.85} ⟦.S{+3.77}⟧ ustainable{-1.74}  Materials{+0.05}  –{-0.47}  printed{-0.96}  PV{+1.30}  fo{+1.78} ils{+0.01}  ({+2.20} CEA{+0.07}  L{+2.12} IT{+1.24} EN{+0.92}
L06/SV04,positive,7,3.7526609378687317,39.70914840698242,fineweb_discovery_0388,173,172,sm,smallbizlife #outlawmusic #countrymusicfan #southernstyle #empowerwomendaily #⟦sm⟧ilewithyoureyes #hustlingwomen #eyeameyecaneyewill #noboundariesjust, #{+1.17} sou{+2.44} thern{+0.13} style{+1.07}  #{+1.23} emp{+2.26} ower{-0.16} w{+2.56} om{+2.73} end{+1.61} aily{-0.28}  #{+1.12} ⟦sm{+3.75}⟧ ile{+0.80} with{+2.05} you{+1.98} re{+1.46} yes{+2.00}  #{+1.27} h{+2.20} ust{+2.21} ling{-0.36} women{+1.41}  #{+1.29} eye{+0.66}
L06/SV04,positive,8,3.7229012206461904,39.34416198730469,fineweb_discovery_0097,21,20,‘,"!’\nSome people are talking loudly about something else, and Hairy Maclary overrides their conservation.\n⟦‘⟧She obviously had two accounts. It’s all very suspicious, and I don’t think Tic Tok can keep that. Hair"," something{-0.51}  else{-0.48} ,{-0.12}  and{+0.27}  Hair{+2.09} y{+0.39}  Mac{+3.07} lary{+0.55}  overrides{-0.90}  their{+0.66}  conservation{-1.67} .\n{+1.89} ⟦‘{+3.72}⟧ She{+1.17}  obviously{-0.90}  had{+1.26}  two{+1.39}  accounts{-0.16} .{+0.65}  It{+0.42} ’s{+0.09}  all{-0.02}  very{+0.37}  suspicious{-0.87} ,{-0.18}"
